Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,experiment,Clock_1,Clock_2,dataOneMinPress_1,dataOneMinPress_2
128,1,2,5120.jpg,246.384265630721,246.90192289638,247.901946140548,NaN,1,0,,,,
129,1,2,9700.jpg,247.913686860012,248.431353483712,250.325469660475,0.51774450675407,0,0,,,,
130,1,2,4561.jpg,250.337232416618,250.854890587893,253.149016847191,NaN,1,0,,,,
131,1,2,9360.jpg,253.160780810823,253.678443208311,254.372556004104,NaN,1,0,,,,
132,1,2,9390.jpg,254.384319665864,254.90197662965,255.39609087443,NaN,1,0,,,,
133,1,2,7700.jpg,255.407855743679,255.925513613082,256.619629125727,NaN,1,0,,,,
134,1,2,2221.jpg,256.63139067438,257.14906122242,258.149051562506,NaN,1,0,,,,
135,1,2,2221.jpg,258.160815224265,258.678471584307,259.478485410059,0.670676033965492,1,0,,,,
136,1,2,9042.jpg,259.490251788669,260.00789365884,262.407945399753,NaN,1,0,,,,
137,1,2,9561.jpg,262.419703024066,262.937324366921,263.231451229964,NaN,1,0,,,,
138,1,2,9000.jpg,263.243216702957,263.76087064802,265.360870829144,NaN,1,0,,,,
139,1,2,4571.jpg,265.372650792007,265.890301718348,266.38440177513,NaN,1,0,,,,
140,1,2,2490.jpg,266.396165436889,266.913821495059,269.113836649048,NaN,1,0,,,,
141,1,2,4320.jpg,269.125601518297,269.643278405655,270.243251720144,NaN,1,0,,,,
142,1,2,8465.jpg,270.255015080031,270.772713400323,272.172677296395,NaN,1,0,,,,
143,1,2,9001.jpg,272.184448806835,272.70209641258,275.196226656592,NaN,1,0,,,,
144,1,2,2720.jpg,275.207991827713,275.725646980266,276.725669016944,NaN,1,0,,,,
145,1,2,9331.jpg,276.737413358876,277.255127980272,277.549205940002,NaN,1,0,,,,
146,1,2,7920.jpg,277.560947263211,278.078622641208,278.77272094713,NaN,1,0,,,,
147,1,2,9101.jpg,278.784485816379,279.302147610122,280.396261130409,NaN,1,0,,,,
148,1,2,1945.jpg,280.408026603402,280.925683265316,281.925682963444,NaN,1,0,,,,
149,1,2,4635.jpg,281.93745266265,282.45511143767,283.14922121474,NaN,1,0,,,,
150,1,2,7234.jpg,283.160991215818,283.678645160881,286.078694486815,NaN,1,0,,,,
151,1,2,7920.jpg,286.090430678195,286.608078585813,288.408080336672,NaN,1,0,,,,
152,1,2,4561.jpg,288.419844904048,288.937500962218,291.431628187507,NaN,1,0,,,,
153,1,2,9360.jpg,291.443395773607,291.961052737393,293.161100191719,NaN,1,0,,,,
154,1,2,4635.jpg,293.172850872969,293.69047553642,296.090521541758,NaN,1,0,,,,
155,1,2,7234.jpg,296.102284599773,296.619907150117,296.819902078662,NaN,1,0,,,,
156,1,2,9331.jpg,296.83166423106,297.349323307953,298.949330130267,NaN,1,0,,,,
157,1,2,1945.jpg,298.961094999516,299.478798451637,301.572884501544,NaN,1,0,,,,
158,1,2,9101.jpg,301.584654502622,302.102298787771,302.796416111649,NaN,1,0,,,,
159,1,2,9390.jpg,302.808179169664,303.32584398213,305.725845914113,NaN,1,0,,,,
160,1,2,5120.jpg,305.737611990851,306.255263520936,308.255274388339,NaN,1,0,,,,
161,1,2,2720.jpg,308.267038955715,308.784693504523,310.878840532636,NaN,1,0,,,,
