Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,experiment,Clock_1,Clock_2,dataOneMinPress_1,dataOneMinPress_2
162,1,2,7700.jpg,310.890589402652,311.408260252565,312.902406495809,NaN,1,0,,,,
163,1,2,9561.jpg,312.914168044462,313.431782746126,315.52591286939,NaN,1,0,,,,
164,1,2,2490.jpg,315.537690719147,316.055330476213,316.949494952544,NaN,1,0,,,,
165,1,2,9700.jpg,316.961236577625,317.478879051541,318.17298731925,NaN,1,0,,,,
166,1,2,8465.jpg,318.184753094116,318.702409454158,319.596542837642,NaN,1,0,,,,
167,1,2,2221.jpg,319.608317064932,320.125948369573,321.725953682525,NaN,1,0,,,,
168,1,2,9000.jpg,321.737724891092,322.255376119305,324.349500205122,NaN,1,0,,,,
169,1,2,4320.jpg,324.361269904328,324.87892113254,325.678923185272,NaN,1,0,,,,
170,1,2,4320.jpg,325.690687752648,326.208345018307,327.302462462934,0.588326477310147,1,0,,,,
171,1,2,4571.jpg,327.314231558395,327.83187916414,330.031891299406,NaN,1,0,,,,
172,1,2,9001.jpg,330.043664017335,330.56132218861,332.161351651347,NaN,1,0,,,,
173,1,2,9042.jpg,332.173089050216,332.690743900896,335.184869616824,NaN,1,0,,,,
174,1,2,1945.jpg,335.196634486073,335.714294770455,336.314297064684,NaN,1,0,,,,
175,1,2,9390.jpg,336.326060122699,336.843715577124,338.937878906341,NaN,1,0,,,,
176,1,2,2720.jpg,338.949643473717,339.467267835295,341.267262944963,NaN,1,0,,,,
177,1,2,9042.jpg,341.279029021701,341.796698965997,342.490800894387,NaN,1,0,,,,
178,1,2,9700.jpg,342.502565763636,343.020236915421,344.314357741017,NaN,1,0,,,,
179,1,2,9001.jpg,344.326109327884,344.843775649712,345.937881623192,NaN,1,0,,,,
180,1,2,9360.jpg,345.949655548609,346.467328209755,348.067312693519,NaN,1,0,,,,
181,1,2,4571.jpg,348.079075449661,348.596735432171,350.69085710301,NaN,1,0,,,,
182,1,2,4571.jpg,350.702622274131,351.220281652896,351.620275434326,0.811854464948055,1,0,,,,
183,1,2,9561.jpg,351.632037586724,352.149697267361,354.243823466285,0.0353664533536175,0,0,,,,
184,1,2,7234.jpg,354.255591354256,354.773251638638,356.973295772369,NaN,1,0,,,,
185,1,2,2490.jpg,356.985017473878,357.502673532048,358.502675947026,NaN,1,0,,,,
186,1,2,7920.jpg,358.514443834998,359.032102610018,360.232096934819,NaN,1,0,,,,
187,1,2,8465.jpg,360.243878407044,360.761545634489,362.255653841823,NaN,1,0,,,,
188,1,2,9101.jpg,362.267413881115,362.785062090604,364.585067765804,NaN,1,0,,,,
189,1,2,4561.jpg,364.608596598684,365.126278315999,367.02037970102,NaN,1,0,,,,
190,1,2,4561.jpg,367.032140947801,367.549803043416,369.549821457627,0.541268509677593,1,0,,,,
191,1,2,5120.jpg,369.561586628747,370.079228800791,371.173348358524,NaN,1,0,,,,
192,1,2,2221.jpg,371.185112322156,371.702772304665,372.902817344013,NaN,1,0,,,,
193,1,2,9000.jpg,372.914536328671,373.432197820542,375.832201261887,NaN,1,0,,,,
194,1,2,9000.jpg,375.843968546114,376.361624302411,377.855746697743,NaN,0,0,,,,
195,1,2,7700.jpg,377.867516095077,378.385179398181,380.585178251067,NaN,1,0,,,,
196,1,2,9331.jpg,380.596944025932,381.114625743247,381.914596703132,NaN,1,0,,,,
197,1,2,4320.jpg,381.926366402337,382.444029705442,384.044023245375,NaN,1,0,,,,
198,1,2,4635.jpg,384.05579294458,384.573455342068,386.173450995107,NaN,1,0,,,,
199,1,2,9700.jpg,386.185214656866,386.702870413164,389.196999751559,NaN,1,0,,,,
200,1,2,9390.jpg,389.220526773205,389.738198528735,390.138182650252,NaN,1,0,,,,
201,1,2,9331.jpg,390.149945708266,390.66760357767,392.067607019014,NaN,1,0,,,,
202,1,2,4635.jpg,392.07937158639,392.597028550177,393.997033500882,NaN,1,0,,,,
203,1,2,8465.jpg,394.00879686077,394.526479181829,394.926450020965,NaN,1,0,,,,
204,1,2,4561.jpg,394.938213984597,395.455869439022,397.749996905809,NaN,1,0,,,,
205,1,2,9561.jpg,397.761762680674,398.279420550078,400.573546809376,NaN,1,0,,,,
206,1,2,9561.jpg,400.58531107488,401.102968038666,402.30302696414,0.788337103215326,1,0,,,,
207,1,2,9561.jpg,402.314790625899,402.832448495302,404.83241015752,0.588268517828283,1,0,,,,
208,1,2,9042.jpg,404.844181667959,405.361821425024,405.855934764188,NaN,1,0,,,,
209,1,2,7234.jpg,405.867699633436,406.385368068371,407.985362815792,NaN,1,0,,,,
210,1,2,4571.jpg,407.997131005636,408.514792195635,409.314782173474,NaN,1,0,,,,
211,1,2,7700.jpg,409.326551268935,409.844211553317,411.044205274373,NaN,1,0,,,,
212,1,2,4320.jpg,411.055968936133,411.573644012257,413.773635016463,NaN,1,0,,,,
213,1,2,2720.jpg,413.785403810051,414.303081603026,414.903057936238,NaN,1,0,,,,
214,1,2,9360.jpg,414.914821597997,415.432474939316,416.326594738547,NaN,1,0,,,,
215,1,2,1945.jpg,416.338362324646,416.856038004515,418.150135887817,NaN,1,0,,,,
216,1,2,1945.jpg,418.161952075357,418.679557720852,419.67959545489,0.494123300949468,1,0,,,,
217,1,2,2490.jpg,419.70310859041,420.220743215646,422.314897790566,NaN,1,0,,,,
218,1,2,7920.jpg,422.326646962455,422.844288832626,425.33841786915,NaN,1,0,,,,
219,1,2,5120.jpg,425.350188473972,425.867851475205,426.361954248837,NaN,1,0,,,,
220,1,2,9000.jpg,426.373719419958,426.89138755302,427.585504273153,NaN,1,0,,,,
221,1,2,9001.jpg,427.597261293722,428.114924596827,429.914920008368,NaN,1,0,,,,
222,1,2,9001.jpg,429.926683670127,430.444340935786,431.538460191647,0.658917202162911,1,0,,,,
223,1,2,9101.jpg,431.561988420782,432.079645082696,434.573774722964,NaN,1,0,,,,
224,1,2,2221.jpg,434.585557402679,435.103194744765,437.597324385033,NaN,1,0,,,,
225,1,2,2221.jpg,437.609090159899,438.126744708707,439.820868371903,0.776561064691577,1,0,,,,
226,1,2,9700.jpg,439.832637165491,440.350295638639,442.550298717737,NaN,1,0,,,,
227,1,2,9101.jpg,442.562062681369,443.079727795707,444.173839202888,NaN,1,0,,,,
228,1,2,9000.jpg,444.185603770264,444.703260734051,446.397385000992,NaN,1,0,,,,
229,1,2,4320.jpg,446.409146549645,446.926837625002,449.420932549955,NaN,1,0,,,,
230,1,2,2221.jpg,449.432697117331,449.950353779245,451.444479797045,NaN,1,0,,,,
231,1,2,9042.jpg,451.456239232592,451.973920044291,454.373906278914,NaN,1,0,,,,
232,1,2,2720.jpg,454.385672053779,454.903327508204,456.797452741136,NaN,1,0,,,,
233,1,2,1945.jpg,456.809217308513,457.326873366682,458.621005361554,NaN,1,0,,,,
234,1,2,5120.jpg,458.6327593634,459.150416025314,460.844536066042,NaN,1,0,,,,
235,1,2,8465.jpg,460.85630606712,461.373957899077,463.668076611568,NaN,1,0,,,,
236,1,2,8465.jpg,463.679854461325,464.1975071989,464.797504965045,0.705967019243417,1,0,,,,
237,1,2,2490.jpg,464.809270136165,465.326926496207,466.421072316831,NaN,1,0,,,,
238,1,2,7700.jpg,466.444576396182,466.962231548735,469.456358774024,NaN,1,0,,,,
239,1,2,7700.jpg,469.468125152634,469.985793285696,471.079902277898,NaN,0,0,,,,
240,1,2,9360.jpg,471.091682542634,471.609324110933,473.303443246045,NaN,1,0,,,,
241,1,2,9001.jpg,473.31520902091,473.832875644611,476.126992545867,NaN,1,0,,,,
242,1,2,9001.jpg,476.138757716988,476.656424038816,479.150543717298,0.482406731269293,1,0,,,,
243,1,2,9001.jpg,479.162307982802,479.679963135354,481.374086194806,0.670678750816251,1,0,,,,
244,1,2,7234.jpg,481.397614122069,481.915272595217,482.315270904732,NaN,1,0,,,,
245,1,2,7920.jpg,482.327040000193,482.844687605938,483.044683138228,NaN,1,0,,,,
246,1,2,4561.jpg,483.056455856157,483.574107688114,485.17411209545,NaN,1,0,,,,
247,1,2,9561.jpg,485.185880285293,485.703532419123,487.197656021945,NaN,1,0,,,,
248,1,2,4571.jpg,487.209423306172,487.727084496171,490.221228324437,NaN,1,0,,,,
249,1,2,4635.jpg,490.232980816921,490.750626007688,492.644748825641,NaN,1,0,,,,
250,1,2,9331.jpg,492.65652033608,493.174174884889,494.868288284426,NaN,1,0,,,,
251,1,2,9390.jpg,494.891836135262,495.409479514795,496.809484163628,NaN,1,0,,,,
252,1,2,9561.jpg,496.821250240366,497.338905392918,498.138904426927,NaN,1,0,,,,
253,1,2,9561.jpg,498.150669296176,498.668338938599,501.162454088996,0.494167374305562,1,0,,,,
254,1,2,4320.jpg,501.185985336855,501.703654677406,503.103643628879,NaN,1,0,,,,
255,1,2,4571.jpg,503.115407290639,503.633063952553,503.833059182971,NaN,1,0,,,,
256,1,2,7920.jpg,503.844823448474,504.362491279664,506.162487596822,NaN,1,0,,,,
257,1,2,7920.jpg,506.17425246607,506.691907920495,508.091912871201,0.576559796827723,1,0,,,,
258,1,2,9101.jpg,508.103690720959,508.621331081768,508.915492358254,NaN,1,0,,,,
259,1,2,9101.jpg,508.927212248529,509.444867099209,511.739023243865,0.729500078335832,1,0,,,,
260,1,2,4635.jpg,511.750759133373,512.268416399032,513.162533481412,NaN,1,0,,,,
261,1,2,4635.jpg,513.174298652533,513.691985199805,514.386071128963,0.611863460742597,1,0,,,,
262,1,2,7700.jpg,514.397836601956,514.91551288557,515.315490667769,NaN,1,0,,,,
263,1,2,9360.jpg,515.327255537017,515.844919443867,516.73902777195,NaN,1,0,,,,
264,1,2,9700.jpg,516.762561132915,517.280226247253,517.974353532917,NaN,1,0,,,,
265,1,2,9700.jpg,517.986097874849,518.503753027402,520.197874879364,0.541284207037506,1,0,,,,
266,1,2,2720.jpg,520.209643974825,520.727296108655,521.021409689316,NaN,1,0,,,,
267,1,2,9042.jpg,521.033179690394,521.550832427968,522.350830858232,NaN,1,0,,,,
268,1,2,8465.jpg,522.362609311734,522.880251181906,523.680251423403,NaN,1,0,,,,
269,1,2,2490.jpg,523.703782067517,524.221447483728,526.51556378124,NaN,1,0,,,,
270,1,2,1945.jpg,526.52733408419,527.044983501169,528.244985070905,NaN,1,0,,,,
271,1,2,2221.jpg,528.256757788834,528.774409922663,530.774417469471,NaN,1,0,,,,
272,1,2,4561.jpg,530.78618113123,531.303839000634,532.903844313586,NaN,1,0,,,,
