Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,experiment,Clock_1,Clock_2,dataOneMinPress
180,1,1,4640.jpg,351.134792746365,351.652458027631,352.052441907639,NaN,1,0,,,
181,1,1,7450.jpg,352.064205881921,352.581864823878,354.875995273876,NaN,1,0,,,
182,1,1,7402.jpg,354.887758946294,355.405416982627,357.699583355468,NaN,1,0,,,
183,1,1,7350.jpg,357.71131261441,358.228981216278,359.428975118455,NaN,1,0,,,
184,1,1,4640.jpg,359.440739696482,359.958399544048,361.958432448155,NaN,1,0,,,
185,1,1,5622.jpg,361.970172272646,362.487832120212,362.981945001229,NaN,1,0,,,
186,1,1,5622.jpg,362.993710786744,363.511381501725,365.111375886903,0.541267490509199,1,0,,,
187,1,1,4608.jpg,365.123139559306,365.640860385145,366.440798561642,NaN,1,0,,,
188,1,1,7460.jpg,366.452563139668,366.9702232891,368.170225643713,NaN,1,0,,,
189,1,1,7430.jpg,368.181988712386,368.699650371185,370.899658159498,NaN,1,0,,,
190,1,1,7330.jpg,370.911426963736,371.429095565618,372.029077875879,NaN,1,0,,,
191,1,1,4653.jpg,372.040844567018,372.558501999607,373.452621702949,NaN,1,0,,,
192,1,1,4611.jpg,373.464427335653,373.982042506075,375.276166918629,NaN,1,0,,,
193,1,1,4656.jpg,375.287931496656,375.805601004147,376.805590438613,NaN,1,0,,,
194,1,1,4534.jpg,376.817354111015,377.33501546795,379.429169524388,NaN,1,0,,,
195,1,1,4531.jpg,379.440910556368,379.958569800176,382.452716792803,NaN,1,0,,,
196,1,1,7351.jpg,382.476222402809,382.993881948496,383.487998150129,NaN,1,0,,,
197,1,1,7351.jpg,383.499762728155,384.017420462609,384.711539622585,0.682443634344963,1,0,,,
198,1,1,2240.jpg,384.723306917469,385.240974915592,387.040968636647,NaN,1,0,,,
199,1,1,5270.jpg,387.052751327035,387.570391251007,388.664512403338,NaN,1,0,,,
200,1,1,4651.jpg,388.676306564885,389.193934715833,391.688082312205,NaN,1,0,,,
201,1,1,4651.jpg,391.699831796592,392.21750432282,394.711619920694,0.588327311983448,1,0,,,
202,1,1,5628.jpg,394.723386913698,395.241057628678,396.935169845587,NaN,1,0,,,
203,1,1,7230.jpg,396.94693804608,397.464606647962,399.664603568861,NaN,1,0,,,
204,1,1,7340.jpg,399.676373580587,400.194024371987,401.288160617944,NaN,1,0,,,
205,1,1,1720.jpg,401.311685245921,401.829333018584,403.523487195765,NaN,1,0,,,
206,1,1,7450.jpg,403.53522400152,404.052883849086,406.547015144344,NaN,1,0,,,
207,1,1,7340.jpg,406.558783948582,407.076437758704,408.570561507135,NaN,1,0,,,
208,1,1,5628.jpg,408.582324877672,409.099994687043,411.499997283143,NaN,1,0,,,
209,1,1,5628.jpg,411.511760351816,412.029421406871,413.923546242047,0.811861539492384,1,0,,,
210,1,1,4534.jpg,413.935312329442,414.45297096952,415.747092665217,NaN,1,0,,,
211,1,1,1720.jpg,415.758856941378,416.276529769471,417.970639571387,NaN,1,0,,,
212,1,1,7330.jpg,417.982408677504,418.500074864394,420.794193843249,NaN,1,0,,,
213,1,1,4531.jpg,420.805957515666,421.323613137007,421.92361235214,NaN,1,0,,,
214,1,1,4651.jpg,421.935377835791,422.453047947027,423.547154609478,NaN,1,0,,,
215,1,1,5622.jpg,423.558924319339,424.076590506229,426.570712141562,NaN,1,0,,,
216,1,1,2240.jpg,426.582475813964,427.100130529696,428.194254398884,NaN,1,0,,,
217,1,1,4656.jpg,428.206018373166,428.72367550389,430.417852019644,NaN,1,0,,,
218,1,1,7351.jpg,430.429603013414,430.947240220528,433.241368255563,NaN,1,0,,,
219,1,1,7230.jpg,433.253127098011,433.770779700644,436.264913109,NaN,1,0,,,
220,1,1,4653.jpg,436.276676781403,436.794330591525,438.488457600179,NaN,1,0,,,
221,1,1,5270.jpg,438.500222480085,439.017890780087,439.417876773194,NaN,1,0,,,
222,1,1,5270.jpg,439.429635313776,439.94729757632,440.147296308453,0.576565450799535,1,0,,,
223,1,1,4608.jpg,440.159063301471,440.676714998481,442.276723873525,NaN,1,0,,,
224,1,1,7460.jpg,442.300257255803,442.817922838949,444.312032399379,NaN,1,0,,,
225,1,1,7430.jpg,444.323803316729,444.84150331335,447.335590837072,NaN,1,0,,,
226,1,1,4611.jpg,447.359167085262,447.876804594256,449.770905279627,NaN,1,0,,,
227,1,1,4640.jpg,449.78267287639,450.300350836304,451.994453393287,NaN,1,0,,,
228,1,1,7350.jpg,452.006225518126,452.523873592669,453.92390426292,NaN,1,0,,,
229,1,1,7402.jpg,453.947409269182,454.465070324237,455.265068271503,NaN,1,0,,,
230,1,1,7402.jpg,455.276860621801,455.794488169005,458.288622181106,0.505914891255088,1,0,,,
231,1,1,7430.jpg,458.300386155403,458.818042078623,460.218050712181,NaN,1,0,,,
232,1,1,4534.jpg,460.229829478223,460.747470911563,460.94746994556,NaN,1,0,,,
233,1,1,4611.jpg,460.959232108609,461.476904031078,463.276900167111,NaN,1,0,,,
234,1,1,5270.jpg,463.288662933905,463.806333950764,465.206326886939,NaN,1,0,,,
235,1,1,7340.jpg,465.218095087446,465.735763991193,466.029860027717,NaN,1,0,,,
236,1,1,4640.jpg,466.041628228224,466.559284151444,468.85341641269,NaN,1,0,,,
237,1,1,4656.jpg,468.865180085108,469.382837215817,470.276958126648,NaN,1,0,,,
238,1,1,7351.jpg,470.288720591576,470.806378929774,471.500497787871,NaN,1,0,,,
239,1,1,7450.jpg,471.524033585127,472.04168135779,472.44169361383,NaN,1,0,,,
240,1,1,4531.jpg,472.453444003841,472.971102040174,473.865221441651,NaN,1,0,,,
241,1,1,7330.jpg,473.876991453377,474.394657942146,475.088762310363,NaN,1,0,,,
242,1,1,5622.jpg,475.100525077156,475.618183415354,477.3123074053,NaN,1,0,,,
243,1,1,5622.jpg,477.32407379456,477.841729415915,478.135846885401,0.635382303502411,1,0,,,
244,1,1,2240.jpg,478.147610255939,478.665266481039,479.465268050772,NaN,1,0,,,
245,1,1,1720.jpg,479.477041081234,479.994692778244,480.794707328503,NaN,1,0,,,
246,1,1,1720.jpg,480.806470699041,481.324130546607,483.618244695492,0.51774256065255,1,0,,,
247,1,1,1720.jpg,483.630008669774,484.147665196753,485.347689588045,0.600103361168294,1,0,,,
248,1,1,7460.jpg,485.359435148115,485.87709167508,487.877102542494,NaN,1,0,,,
249,1,1,4608.jpg,487.88886712052,488.406536024268,490.006543389958,NaN,1,0,,,
250,1,1,4608.jpg,490.018296798706,490.535968721175,492.535964494949,0.635385624103947,1,0,,,
251,1,1,7350.jpg,492.547729676735,493.065386505565,493.465384875453,NaN,1,0,,,
252,1,1,4653.jpg,493.477153679705,493.994819564716,496.488938483191,NaN,1,0,,,
253,1,1,4651.jpg,496.500728720392,497.018399737251,499.218373715834,NaN,1,0,,,
254,1,1,7402.jpg,499.230145538808,499.747808706976,500.041910479078,NaN,1,0,,,
255,1,1,7230.jpg,500.065447785702,500.583104614547,501.877218763431,NaN,1,0,,,
256,1,1,5628.jpg,501.888989680781,502.406652245205,503.30076379799,NaN,1,0,,,
257,1,1,7430.jpg,503.312522338572,503.83018097865,505.524310100416,NaN,1,0,,,
258,1,1,7430.jpg,505.536072867209,506.05374358219,506.747848252271,0.564792722216225,1,0,,,
259,1,1,4640.jpg,506.75961494341,507.277269357277,508.771395520685,NaN,1,0,,,
260,1,1,5622.jpg,508.783162513704,509.300815116323,510.900823689502,NaN,1,0,,,
261,1,1,7350.jpg,510.912585550686,511.430244794508,513.030250348966,NaN,1,0,,,
262,1,1,7350.jpg,513.042017643849,513.559674170814,514.759680147894,0.705973696021829,1,0,,,
263,1,1,1720.jpg,514.771443518432,515.289114233412,515.489096362551,NaN,1,0,,,
264,1,1,1720.jpg,515.500860940592,516.018518373166,517.418524591747,0.541266283005825,1,0,,,
265,1,1,4531.jpg,517.430288264164,517.947945998618,519.042067150949,NaN,1,0,,,
266,1,1,7402.jpg,519.0538326346,519.571490369053,519.971486625829,NaN,1,0,,,
267,1,1,4656.jpg,519.983251807615,520.500926748806,521.795030332156,NaN,1,0,,,
268,1,1,4656.jpg,521.806796117671,522.324452946516,523.524458319851,0.658915987660293,1,0,,,
269,1,1,5270.jpg,523.536225614735,524.053892103489,525.548004380777,NaN,1,0,,,
270,1,1,4653.jpg,525.559768958803,526.077425183903,528.171554788671,NaN,1,0,,,
271,1,1,7450.jpg,528.18332117793,528.700976195541,530.500997386989,NaN,1,0,,,
272,1,1,4534.jpg,530.512750191992,531.030428453785,533.230421752218,NaN,1,0,,,
273,1,1,2240.jpg,533.242186632109,533.759861573315,534.053959421086,NaN,1,0,,,
274,1,1,7351.jpg,534.065738187128,534.583388978514,535.277496969196,NaN,1,0,,,
275,1,1,4608.jpg,535.289260339734,535.806918074202,537.101038864275,NaN,1,0,,,
276,1,1,4611.jpg,537.124571642809,537.642225754797,540.136359766911,NaN,1,0,,,
277,1,1,4651.jpg,540.148125854292,540.665780268158,542.665794154294,NaN,1,0,,,
278,1,1,4651.jpg,542.677557826712,543.19522522109,544.395218821388,0.588323387637502,1,0,,,
279,1,1,7460.jpg,544.406989436873,544.924658038741,545.924643246981,NaN,1,0,,,
280,1,1,7340.jpg,545.936412353112,546.454068880077,546.748195707609,NaN,1,0,,,
281,1,1,7330.jpg,546.759949418236,547.277615906991,549.171730176633,NaN,1,0,,,
282,1,1,7230.jpg,549.183493849036,549.701149470391,551.101157500205,NaN,1,0,,,
283,1,1,5628.jpg,551.112918153885,551.630592189467,552.23057782033,NaN,1,0,,,
284,1,1,7450.jpg,552.242341492747,552.759999830945,553.960016373574,NaN,1,0,,,
285,1,1,7230.jpg,553.971770989796,554.489423894294,555.089424920661,NaN,1,0,,,
286,1,1,5270.jpg,555.10118738559,555.618846931276,557.618857194946,NaN,1,0,,,
287,1,1,7330.jpg,557.630644413424,558.148278299952,559.148282828042,NaN,1,0,,,
288,1,1,7340.jpg,559.16005072667,559.677703329289,562.077719207795,NaN,1,0,,,
289,1,1,7430.jpg,562.089487710167,562.607152085824,562.807136629941,NaN,1,0,,,
290,1,1,4534.jpg,562.818900906103,563.33661931695,565.430688547189,NaN,1,0,,,
291,1,1,5628.jpg,565.442455540207,565.960125047699,567.654237264593,NaN,1,0,,,
292,1,1,7351.jpg,567.666000635145,568.18365686023,569.58366398442,NaN,1,0,,,
293,1,1,4531.jpg,569.595427656837,570.113079655712,571.807210588726,NaN,1,0,,,
294,1,1,4608.jpg,571.818976072376,572.336725576097,574.230761056984,NaN,1,0,,,
295,1,1,5622.jpg,574.254288401818,574.771946136272,575.171944204281,NaN,1,0,,,
296,1,1,7460.jpg,575.183709989811,575.701380402912,577.995498778022,NaN,1,0,,,
297,1,1,2240.jpg,578.00726214856,578.524921694247,578.724914690814,NaN,1,0,,,
298,1,1,4651.jpg,578.736678966961,579.254337003294,580.14845761226,NaN,1,0,,,
299,1,1,1720.jpg,580.160224907144,580.677892301523,581.277877026776,NaN,1,0,,,
300,1,1,4656.jpg,581.289645227269,581.80730567858,584.207313104649,NaN,1,0,,,
301,1,1,7350.jpg,584.230850411273,584.74851569254,585.042615049679,NaN,1,0,,,
302,1,1,7350.jpg,585.054380533329,585.57203615467,587.066161714349,0.600104870522046,1,0,,,
303,1,1,7402.jpg,587.077928103608,587.595593686754,589.289758429484,NaN,1,0,,,
304,1,1,4653.jpg,589.301478330381,589.819141498549,591.513254621066,NaN,1,0,,,
305,1,1,4653.jpg,591.525021010326,592.042696253397,594.242690759318,0.553034181633848,1,0,,,
306,1,1,4611.jpg,594.254458356067,594.772148390897,595.066226918818,NaN,1,0,,,
307,1,1,4640.jpg,595.089757886119,595.607440374122,597.70154492346,NaN,1,0,,,
308,1,1,4608.jpg,597.713323085758,598.230969349068,599.630992170627,NaN,1,0,,,
309,1,1,4653.jpg,599.64273501384,600.160395465151,601.960403676087,NaN,1,0,,,
1,1,1,4640.jpg,0.0246011055860436,0.542239218324539,2.34198963007657,NaN,1,1,,,
2,1,1,7460.jpg,2.35375632121577,2.87140711260145,3.56552898943482,NaN,1,1,,,
3,1,1,7460.jpg,3.57730292550696,4.09496367869724,4.38906273395696,0.553020899242256,1,1,,,
4,1,1,7340.jpg,4.40082761386293,4.91847840524861,7.41265166077937,NaN,1,1,,,
5,1,1,4534.jpg,7.42437820286432,7.9420320129866,8.94203442796425,NaN,1,1,,,
6,1,1,5270.jpg,8.95379960973514,9.4714670041285,10.4714540236018,NaN,1,1,,,
7,1,1,7430.jpg,10.4832204128616,11.0008890147437,12.0008775435854,NaN,1,1,,,
8,1,1,7430.jpg,12.0126418197324,12.5302929129975,14.6244249327428,0.835382243138156,1,1,,,
9,1,1,4651.jpg,14.6361889070249,15.1538427171472,15.6479607299989,NaN,1,1,,,
10,1,1,7450.jpg,15.6597259117843,16.1773797218921,17.1773833443585,NaN,1,1,,,
11,1,1,4653.jpg,17.1891482242645,17.7068032418756,20.0009457667766,NaN,1,1,,,
12,1,1,4656.jpg,20.0126991755242,20.5303475519322,20.7303450765758,NaN,1,1,,,
13,1,1,4656.jpg,20.7421147864516,21.2597664834466,22.7538917412458,NaN,0,1,,,
14,1,1,7230.jpg,22.7656560174073,23.2833101293945,23.8833096464077,NaN,1,1,,,
15,1,1,5622.jpg,23.895075431923,24.4127286382864,24.7068735781795,NaN,1,1,,,
16,1,1,5628.jpg,24.7186100820691,25.2362641940563,25.7303800937952,NaN,1,1,,,
17,1,1,7330.jpg,25.7421464830695,26.2598015006661,27.4598270994611,NaN,1,1,,,
18,1,1,2240.jpg,27.4715702445392,27.9893191445153,29.589231420352,NaN,1,1,,,
19,1,1,2240.jpg,29.6009966021229,30.1186784863967,32.6127829149773,0.529489328197087,1,1,,,
20,1,1,7350.jpg,32.6245490023721,33.1422025106149,34.9422107215505,NaN,1,1,,,
21,1,1,7351.jpg,34.9539746958326,35.4716285059549,37.9657634236792,NaN,1,1,,,
22,1,1,4531.jpg,37.9775252848485,38.4951803024596,38.9892952965893,NaN,1,1,,,
23,1,1,4608.jpg,39.0010604783602,39.5187167034601,40.0128341125674,NaN,1,1,,,
24,1,1,4608.jpg,40.0245998980972,40.542253708205,42.0363774566358,NaN,0,1,40.0717267352884,,
25,1,1,4608.jpg,42.0481532039557,42.5658097309206,43.5658003728749,0.623602631851099,1,1,,,
26,1,1,7402.jpg,43.5775646490365,44.0952199685125,45.3893428716983,NaN,1,1,,,
27,1,1,1720.jpg,45.4011053366266,45.9187579392456,46.4128786689689,NaN,1,1,,,
28,1,1,4611.jpg,46.4246444544842,46.9422988683364,48.4364247298945,NaN,1,1,47.7188518820039,,
29,1,1,5622.jpg,48.4481905154098,48.9658440236526,49.9658458348858,NaN,1,1,,,
30,1,1,4608.jpg,49.9776098091679,50.4952769016818,50.7893816925207,NaN,1,1,,,
31,1,1,7450.jpg,50.8011453649378,51.3188003825344,52.6129423037055,NaN,1,1,,,
32,1,1,7450.jpg,52.6246881656261,53.1423422776134,54.8364701918908,0.600113021093421,1,1,54.7541924063407,,
33,1,1,7340.jpg,54.8482344680524,55.3659091073787,55.6600057476608,NaN,1,1,,,
34,1,1,7340.jpg,-0.76549481744587,-0.247840705458657,0.752162011398468,NaN,0,1,,,56.436564496893
35,1,1,4640.jpg,0.763931721259723,1.28158130515658,2.17570040475402,NaN,1,1,,,
36,1,1,4534.jpg,2.1874643790361,2.70512150975992,3.30512072489364,NaN,1,1,,,
37,1,1,5270.jpg,3.31688560478506,3.83454907483247,6.12867167615332,NaN,1,1,,,
38,1,1,4656.jpg,6.1404347448115,6.65809579986671,8.95225975773064,NaN,1,1,,,
39,1,1,7330.jpg,8.96402795823815,9.48164343053941,10.2816570751747,NaN,1,1,,,
40,1,1,7230.jpg,10.2934074652003,10.8110968962719,12.6110722031008,NaN,1,1,,,
41,1,1,7430.jpg,12.6228358755034,13.1405062886188,14.1404960249492,NaN,1,1,,,
42,1,1,7350.jpg,14.1522596973664,14.6699186393089,16.7640431122418,NaN,1,1,,,
43,1,1,7351.jpg,16.7758088977571,17.2934687453235,17.8934670548479,NaN,1,1,,,
44,1,1,5628.jpg,17.9052280104079,18.422896310396,19.6228893069492,NaN,1,1,,,
45,1,1,4651.jpg,19.6464483484015,20.1640921967191,20.8581917349802,NaN,1,1,,,
46,1,1,4653.jpg,20.8817293434695,21.3993910022691,22.5993827913335,NaN,1,1,,,
47,1,1,2240.jpg,22.6111730285338,23.1288005757378,23.6229191923339,NaN,1,1,,,
48,1,1,4611.jpg,23.6346840722399,24.1523442216858,24.5523359503713,NaN,1,1,,,
49,1,1,4531.jpg,24.5641026415105,25.081758564731,26.8817676812905,NaN,1,1,,,
50,1,1,1720.jpg,26.893532259317,27.4111990499514,29.8112001366972,NaN,1,1,,,
51,1,1,7460.jpg,29.8347368395771,30.3523849141056,31.8465065494383,NaN,1,1,,,
52,1,1,7460.jpg,31.8582635806524,32.3759327862645,33.1759494496364,0.658942854308407,1,1,,,
53,1,1,7402.jpg,33.1877049714822,33.7053554610029,35.3994797528139,NaN,1,1,,,
54,1,1,7330.jpg,35.411243727096,35.928902970918,37.4230243043712,NaN,1,1,,,
55,1,1,1720.jpg,37.4347879767884,37.9524505411973,40.046573202897,NaN,1,1,,,
56,1,1,7450.jpg,40.0583377809235,40.5759943079029,41.670116969588,NaN,1,1,41.2466800054099,,
57,1,1,7450.jpg,41.6818794345163,42.1995365652256,43.1995380745939,NaN,0,1,,,
58,1,1,7340.jpg,43.2113023507554,43.7289724619768,45.3289656396664,NaN,1,1,,,
59,1,1,7340.jpg,45.3407320289261,45.8584157244331,48.2584237542324,0.494175368643482,1,1,,,
60,1,1,4531.jpg,48.2701874266495,48.7878490854491,50.6819482614665,NaN,1,1,,,
61,1,1,7350.jpg,50.6937122357485,51.2113717814354,52.4113756454171,NaN,1,1,51.8232237213961,,
62,1,1,7430.jpg,52.4231393178197,52.9407928260625,53.5525566192227,NaN,1,1,,,
63,1,1,7430.jpg,53.564323008497,54.0819834598078,55.6819875048968,0.553030257287901,1,1,,,
64,1,1,7402.jpg,-0.259048328589415,0.258610311488155,1.55272838471865,NaN,1,1,,,55.9526533995813
65,1,1,7402.jpg,1.56449598148174,2.08215099907829,3.17627396265743,0.576585374394199,1,1,,,
66,1,1,5270.jpg,3.18803703131562,3.70569204892672,5.19981881607964,NaN,1,1,,,
67,1,1,5270.jpg,5.21158218663186,5.7292513922439,6.5292514526227,NaN,0,1,,,
68,1,1,7460.jpg,6.54100667260354,7.05868010442646,9.35278912149079,NaN,1,1,,,
69,1,1,4608.jpg,9.36456154820917,9.88223105568613,11.576338744504,NaN,1,1,,,
70,1,1,7351.jpg,11.5881030206656,12.1057583401416,13.1057616607432,NaN,1,1,,,
71,1,1,2240.jpg,13.1175268425141,13.6351848788472,14.1292989673675,NaN,1,1,,,
72,1,1,2240.jpg,14.1410647528828,14.6587209779827,14.9528773890197,0.541279565397417,1,1,,,
73,1,1,4653.jpg,14.964639853948,15.4822601562046,17.6822939055564,NaN,1,1,,,
74,1,1,4534.jpg,17.6940261832206,18.2117041431484,19.0116900155117,NaN,1,1,,,
75,1,1,4534.jpg,19.0235062137508,19.5411147429841,21.0470003525988,0.705929924515658,1,1,,,
76,1,1,4651.jpg,21.0587646287458,21.5764220613346,23.2705481643789,NaN,1,1,,,
77,1,1,4656.jpg,23.2823151573975,23.7999677600164,24.7999722881068,NaN,1,1,,,
78,1,1,4611.jpg,24.8117365642684,25.3294223728735,25.929391400743,NaN,1,1,,,
79,1,1,4640.jpg,25.9411608087394,26.4588411836303,27.7529345033108,NaN,1,1,,,
80,1,1,4640.jpg,27.7647008925851,28.2823688907083,29.6823624306417,0.529507440558518,1,1,,,
81,1,1,5628.jpg,29.6941430079169,30.2118022517388,31.9059102424217,NaN,1,1,30.7412813162664,,
82,1,1,5622.jpg,31.9176929328096,32.4353301399242,33.6353581537114,NaN,1,1,,,
83,1,1,7230.jpg,33.6471040156321,34.1647955598164,35.7647651914449,NaN,1,1,,,
84,1,1,4651.jpg,35.776529165727,36.2942001825722,37.2941920320154,NaN,1,1,,,
85,1,1,7330.jpg,37.3059569119214,37.8236101182993,38.8236125332769,NaN,1,1,,,
86,1,1,4611.jpg,38.8354015629884,39.353031827035,40.0471509870113,NaN,1,1,,,
87,1,1,7340.jpg,40.0589155650378,40.5765751107392,41.6706926405896,NaN,1,1,,,
88,1,1,4531.jpg,41.6824572186306,42.2001258204982,44.4001263638638,NaN,1,1,,,
89,1,1,4608.jpg,44.4118918475142,44.9295480726141,46.4237213281449,NaN,1,1,,,
90,1,1,4656.jpg,46.4354898305173,46.9530962466379,49.1531339203357,NaN,1,1,,,
91,1,1,4640.jpg,49.1649151013698,49.6825257437013,50.9766489487665,NaN,1,1,,,
92,1,1,2240.jpg,50.9884132249281,51.5060745818482,53.8002017112594,NaN,1,1,,,
93,1,1,7430.jpg,53.8119735342334,54.3296276462206,56.2237521795323,NaN,1,1,,,
94,1,1,7402.jpg,-1.43575910084473,-0.918074499728391,1.37604387536703,NaN,1,1,56.4473307823209,,57.6709063663729
95,1,1,7351.jpg,1.38779456727207,1.90550392193836,4.3995823894802,NaN,1,1,,,
96,1,1,5622.jpg,4.41134576001787,4.92899836265133,5.72900446047424,NaN,1,1,,,
97,1,1,4534.jpg,5.74076843475632,6.25845967707573,7.55254967615474,NaN,1,1,,,
98,1,1,7230.jpg,7.56431214108306,8.08196564932587,10.2819840031734,NaN,1,1,,,
99,1,1,7230.jpg,10.2937455624779,10.8114081269014,11.3055201023089,0.564794533449458,1,1,,,
100,1,1,5270.jpg,11.3172883028019,11.8349559990602,13.6349865485681,NaN,1,1,,,
101,1,1,5628.jpg,13.6467420704139,14.1643868243555,14.9644194869616,NaN,1,1,,,
102,1,1,7350.jpg,14.9761517646257,15.4937931979657,16.187925942213,NaN,1,1,,,
103,1,1,4653.jpg,16.1997059157438,16.7173621408438,17.1173565863865,NaN,1,1,,,
104,1,1,7460.jpg,17.1290991277201,17.6467514284595,19.0467633826192,NaN,1,1,,,
105,1,1,7450.jpg,19.0585391299392,19.5761724127224,20.8703022589762,NaN,1,1,,,
106,1,1,1720.jpg,20.8820653276489,21.3997315145389,22.2938436710683,NaN,1,1,,,
107,1,1,7430.jpg,22.305607041606,22.8232677947963,25.1173952260724,NaN,1,1,,,
108,1,1,2240.jpg,25.1291601059784,25.6468308209587,25.8468618534534,NaN,1,1,,,
109,1,1,2240.jpg,25.8586185828026,26.3762355644576,27.0703834023298,0.752991255358211,1,1,,,
110,1,1,4534.jpg,27.0821144725051,27.5997903193202,28.293891366935,NaN,1,1,,,
111,1,1,4531.jpg,28.3056556430965,28.8233290749195,29.1174290358031,NaN,1,1,,,
112,1,1,4611.jpg,29.1291933119646,29.6468652344338,31.7409782361938,NaN,1,1,,,
113,1,1,4656.jpg,31.7527431160997,32.2704071898916,34.7645339570445,NaN,1,1,,,
114,1,1,5270.jpg,34.7762973275821,35.2939556657948,37.5881024169212,NaN,1,1,,,
115,1,1,7460.jpg,37.5998500900896,38.1175147676113,38.717507039677,NaN,1,1,,,
116,1,1,7330.jpg,38.7292737308162,39.2469263334351,40.4469314048911,NaN,1,1,,,
117,1,1,7340.jpg,40.458703227865,40.9763673016569,42.0704821146646,NaN,1,1,,,
118,1,1,7350.jpg,42.0822382402548,42.5998944653547,43.3999195811484,NaN,1,1,,,
119,1,1,7230.jpg,43.4116932153556,43.9293129138678,45.7293280678714,NaN,1,1,,,
120,1,1,4651.jpg,45.7411001927248,46.2587467578996,46.7528644688718,NaN,1,1,,,
121,1,1,7450.jpg,46.7646296506573,47.2822795364191,48.6822890756011,NaN,1,1,47.4118154737516,,
122,1,1,4608.jpg,48.6940596910863,49.2117279910744,50.811721470629,NaN,1,1,,,
123,1,1,7351.jpg,50.8234854449111,51.341141670011,53.8352753802465,NaN,1,1,,,
124,1,1,1720.jpg,53.8470414676412,54.3647067489073,54.7646951570059,NaN,1,1,54.4471227921167,,
125,1,1,4640.jpg,54.7764693949575,55.2941425249155,55.494112579152,NaN,1,1,,,
126,1,1,4640.jpg,-1.23555600098916,-0.717907926460612,0.976262551848777,0.776564182931907,1,1,,,56.7412858443568
127,1,1,5628.jpg,0.988025620521512,1.50563897971006,2.99976363376481,NaN,1,1,,,
128,1,1,5622.jpg,3.01152881553571,3.52920194550825,5.22331144555938,NaN,1,1,,,
129,1,1,7402.jpg,5.23508024979674,5.75273164492683,6.95273732014175,NaN,1,1,,,
130,1,1,4653.jpg,6.96450220004772,7.48217110378027,8.57628199244209,NaN,1,1,,,
131,1,1,5628.jpg,8.58804807983688,9.10570309744799,11.3057244700321,NaN,1,1,,,
132,1,1,7230.jpg,11.317489651803,11.8351344057446,12.5292532638414,NaN,1,1,,,
133,1,1,7430.jpg,12.5410151250107,13.0586785950582,13.4586941716843,NaN,1,1,,,
134,1,1,4656.jpg,13.4704427504621,13.9880926362384,14.7880966209486,NaN,1,1,,,
135,1,1,4534.jpg,14.7998611989897,15.3175237633986,15.8116336256935,NaN,1,1,,,
136,1,1,1720.jpg,15.8233972981106,16.3410574475565,18.8351878371905,NaN,1,1,,,
137,1,1,4651.jpg,18.8469536227058,19.3646062253247,21.8587366149586,NaN,1,1,,,
138,1,1,4653.jpg,21.8705063248344,22.3881764360558,24.4822945696651,NaN,1,1,,,
139,1,1,7460.jpg,24.4940579402028,25.0117229196039,25.611712776692,NaN,1,1,,,
140,1,1,4531.jpg,25.6234782603424,26.1411314667057,27.9411511487997,NaN,1,1,,,
141,1,1,7340.jpg,27.9529090856377,28.4705644051137,30.8705805854843,NaN,1,1,,,
142,1,1,5270.jpg,30.8823457672552,31.4000122560246,33.0941274916549,NaN,1,1,,,
143,1,1,4608.jpg,33.1058929752908,33.6235485966463,35.9176784429146,NaN,1,1,,,
144,1,1,7450.jpg,35.929443926565,36.4471034722519,37.7412215454824,NaN,1,1,,,
145,1,1,4611.jpg,37.7529924628325,38.270648084188,40.3647749720985,NaN,1,1,,,
146,1,1,7402.jpg,40.3765398520045,40.8942147931957,41.8941990958265,NaN,1,1,,,
147,1,1,7350.jpg,41.9059784656129,42.4236386150442,43.3177399041742,NaN,1,1,,,
148,1,1,5622.jpg,43.3295059915545,43.8471610091656,44.6471662013792,NaN,1,1,,,
149,1,1,2240.jpg,44.6589549292112,45.1765848913928,46.3765896609839,NaN,1,1,45.5766629556456,,
150,1,1,7330.jpg,46.3884303108935,46.9060494056612,48.1060146299424,NaN,1,1,,,
151,1,1,7351.jpg,48.1177828304499,48.6354520360619,50.7296151486808,NaN,1,1,,,
152,1,1,7351.jpg,50.7413860660454,51.2589870484517,51.8589868673298,0.494116201618453,1,1,,,
153,1,1,4640.jpg,51.8707517472358,52.388412802291,52.5884048932203,NaN,1,1,,,
154,1,1,5622.jpg,52.6001697731263,53.1178269038501,53.6119609159505,NaN,1,1,52.6120179698628,,
155,1,1,5622.jpg,53.6237433044589,54.1413651160838,54.9413666858163,0.51770060036506,1,1,,,
156,1,1,2240.jpg,54.9531297544891,55.4707841683412,56.3649413038947,NaN,1,1,55.823807241075,,
157,1,1,7402.jpg,56.3767227867793,56.8943273916666,57.6002099221805,NaN,1,1,,,
158,1,1,4653.jpg,-0.0472575480234809,0.470399884565268,2.96453238729737,NaN,1,1,,,57.6591040542698
159,1,1,4611.jpg,2.97629666345892,3.49395198293496,5.78808394231601,NaN,1,1,,,
160,1,1,5628.jpg,5.79985274655337,6.3175020285853,8.41163646330824,NaN,1,1,,,
161,1,1,7460.jpg,8.42340013572539,8.94105605894583,11.2351883201918,NaN,1,1,,,
162,1,1,4640.jpg,11.2469538038276,11.764624216943,13.6587372790818,NaN,1,1,,,
163,1,1,7450.jpg,13.670500951499,14.1881595915766,14.8822766384401,NaN,1,1,,,
