Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,experiment,Clock_1,Clock_2,dataOneMinPress
164,1,1,4531.jpg,14.8940406127222,15.4116989509348,17.0117069203698,NaN,1,1,,,
165,1,1,4534.jpg,17.0234935350891,17.5411410058878,19.4352555773949,NaN,1,1,,,
166,1,1,4656.jpg,19.4470249853912,19.9646935872588,21.9646863423113,NaN,1,1,,,
167,1,1,7330.jpg,21.97648805067,22.4941092585505,23.7882330673601,NaN,1,1,,,
168,1,1,7430.jpg,23.8000006641232,24.3176568892086,24.6117686231155,NaN,1,1,,,
169,1,1,7340.jpg,24.6235335030215,25.1411894262419,26.6353647948999,NaN,1,1,,,
170,1,1,4651.jpg,26.6470949594514,27.1647454489721,29.0588639448251,NaN,1,1,,,
171,1,1,7351.jpg,29.0706285228516,29.5882932003733,30.5882871629292,NaN,1,1,,,
172,1,1,4608.jpg,30.6000680420839,31.1177073623112,32.5177289763815,NaN,1,1,,,
173,1,1,7350.jpg,32.5294778570387,33.0471377046051,33.2471805101377,NaN,1,1,,,
174,1,1,7230.jpg,33.2707265710633,33.7883314778155,35.2942062200163,NaN,1,1,,,
175,1,1,1720.jpg,35.305977137381,35.8236315512331,38.0236432638922,NaN,1,1,,,
176,1,1,5270.jpg,38.0354099550314,38.5530580295745,39.7530670253764,NaN,1,1,,,
177,1,1,7351.jpg,39.7648403577041,40.2824932622025,41.9766251008259,NaN,1,1,,,
178,1,1,5628.jpg,41.9883809245512,42.5060362440272,44.9060509150295,NaN,1,1,,,
179,1,1,5628.jpg,44.9178163986799,45.4354898305173,45.729588885777,0.505935116714682,1,1,,,
180,1,1,4640.jpg,45.7413528600591,46.2590253862727,48.2590214619268,NaN,1,1,,,
181,1,1,4531.jpg,48.2707848324644,48.7884413594438,50.988455185201,NaN,1,1,50.3180179288174,,
182,1,1,5270.jpg,51.000220065107,51.5178898744634,53.8120061364607,NaN,1,1,,,
183,1,1,4651.jpg,53.8237710163667,54.3414571268513,54.941428871578,NaN,1,1,,,
184,1,1,7430.jpg,54.9531916383712,55.4708496747044,55.9649655744433,NaN,1,1,,,
185,1,1,4653.jpg,-0.000220970716327429,0.51744249931653,2.91744449167163,NaN,1,1,,,55.9768213179923
186,1,1,7330.jpg,2.92921239029965,3.44688129404676,5.94099991064286,NaN,1,1,,,
187,1,1,7340.jpg,5.95276539429324,6.47042161939316,8.96455442400475,NaN,1,1,,,
188,1,1,1720.jpg,8.97634073685913,9.49398850952275,11.6939987128135,NaN,1,1,,,
189,1,1,4608.jpg,11.705756045907,12.2234104597737,12.8234567670152,NaN,1,1,,,
190,1,1,4611.jpg,12.8469463777728,13.3645995841362,14.7646018783707,NaN,1,1,,,
191,1,1,7460.jpg,14.7763761163224,15.294037473257,17.4940383185021,NaN,1,1,,,
192,1,1,4656.jpg,17.5058062171302,18.0234714983962,20.3175859491603,NaN,1,1,,,
193,1,1,2240.jpg,20.3411259726417,20.8587746509147,21.9528982182237,NaN,1,1,,,
194,1,1,4534.jpg,21.9646640037536,22.4823313981324,23.5764395699371,NaN,1,1,,,
195,1,1,7450.jpg,23.5882056573319,24.1058730517107,25.8000178708608,NaN,1,1,,,
196,1,1,7450.jpg,25.8117691664957,26.3294118073245,27.4235305446782,0.658912063314347,1,1,27.0824806439341,,
197,1,1,7402.jpg,27.4352978395618,27.9529516496696,28.6470693002921,NaN,1,1,,,
198,1,1,7230.jpg,28.6588335764391,29.1764907071629,29.7764914316504,NaN,1,1,,,
199,1,1,5622.jpg,29.8000341719744,30.3176828502619,31.3176777184271,NaN,1,1,,,
200,1,1,7350.jpg,31.3412165344052,31.8588664201816,34.1530113600747,NaN,1,1,,,
201,1,1,4656.jpg,34.1647620519652,34.6824240126443,36.1765432329848,NaN,1,1,,,
202,1,1,4656.jpg,36.1883491675544,36.7059652436001,38.0000878449209,0.529452801623847,1,1,,,
203,1,1,5628.jpg,38.0118530266918,38.5295122705138,39.4236307663668,NaN,1,1,,,
204,1,1,4651.jpg,39.4353938350396,39.9530500601395,42.1530641877762,NaN,1,1,,,
205,1,1,4640.jpg,42.1648272564344,42.6824840852787,42.8824801005685,NaN,1,1,,,
206,1,1,4640.jpg,42.894254640385,43.4119024130487,43.906019520291,0.705977016637917,1,1,,,
207,1,1,7230.jpg,43.9177801739716,44.4354548132978,45.3295609323832,NaN,1,1,,,
208,1,1,7450.jpg,45.3413236991764,45.8589811317652,46.6590445853799,NaN,1,1,,,
209,1,1,7460.jpg,46.6707647881412,47.1884035046241,49.1884161832713,NaN,1,1,,,
210,1,1,1720.jpg,49.2001780444552,49.7178375901422,50.3178343902982,NaN,1,1,,,
211,1,1,1720.jpg,50.329600477693,50.8472600233799,52.741385462301,0.458964045756147,1,1,,,
212,1,1,7430.jpg,52.7531518515752,53.2708104916383,55.16493502495,NaN,1,1,,,
213,1,1,5270.jpg,55.1767044329463,55.6943564318208,58.1884895383118,NaN,1,1,55.6826350215706,,
214,1,1,7402.jpg,-2.37667116658122,-1.85905599615944,0.140953060021275,NaN,1,1,,,60.5768298911862
215,1,1,4534.jpg,0.152718543657102,0.670399824186461,3.07038853414997,NaN,1,1,,,
216,1,1,5622.jpg,3.08215431966528,3.59981899720151,4.3998100013996,NaN,1,1,,,
217,1,1,5622.jpg,4.41157608879439,4.92924620001577,5.72923448737129,0.635387435337179,1,1,,,
218,1,1,4653.jpg,5.7409993672627,6.25866796914488,7.65866150906368,NaN,1,1,,,
219,1,1,2240.jpg,7.67042608710472,8.18808140658075,9.18808593467111,NaN,1,1,,,
220,1,1,7330.jpg,9.19986560632242,9.71752394452051,11.7175447737391,NaN,1,1,,,
221,1,1,7340.jpg,11.7292861075839,12.2469381064584,12.6469385894452,NaN,1,1,,,
222,1,1,4608.jpg,12.6587128274114,13.17637086373,13.5763568568509,NaN,1,1,,,
223,1,1,7351.jpg,13.5881229442457,14.1057755468646,14.5998938615958,NaN,1,1,,,
224,1,1,7350.jpg,14.6116581377573,15.1293146647222,15.4234439072461,NaN,1,1,,,
225,1,1,4531.jpg,15.4352362575446,15.9528695403278,17.5528612086491,NaN,1,1,,,
226,1,1,4611.jpg,17.5646282016533,18.0822780874296,18.5763985152589,NaN,1,1,,,
227,1,1,4653.jpg,18.5881615839317,19.1058208277536,19.7999683637463,NaN,1,1,,,
228,1,1,5270.jpg,19.8117145275464,20.3293755826016,20.5293543911539,NaN,1,1,,,
229,1,1,7330.jpg,20.5411165542027,21.0587764017691,22.8588009138184,NaN,1,1,,,
230,1,1,7430.jpg,22.8705510019645,23.3882283581479,24.4823280775308,NaN,1,1,,,
231,1,1,7460.jpg,24.4940932593017,25.0117627667933,25.8117516578786,NaN,1,1,,,
232,1,1,7460.jpg,25.8235153302958,26.3411697441479,26.741168717781,0.635389850314823,1,1,,,
233,1,1,7450.jpg,26.7529335976869,27.2705910302757,28.3647148994642,NaN,1,1,,,
234,1,1,4531.jpg,28.3764791756112,28.8941329857334,31.1882667563332,NaN,1,1,,,
235,1,1,2240.jpg,31.2000307306153,31.7176896725723,33.2118152322364,NaN,1,1,,,
236,1,1,7340.jpg,33.2235779990442,33.7412290922948,35.3412379673537,NaN,1,1,,,
237,1,1,7340.jpg,35.3530049603578,35.8706608835928,36.8706859390077,0.588326104494627,1,1,,,
238,1,1,5628.jpg,36.8824351215444,37.4001067421341,38.0000923729967,NaN,1,1,,,
239,1,1,5622.jpg,38.0118509135791,38.529507440544,40.7295206625713,NaN,1,1,,,
240,1,1,5622.jpg,40.741284033109,41.258943276931,41.4589389903413,0.400077460508328,1,1,,,
241,1,1,7351.jpg,41.470705379601,41.988360699077,42.5883593104663,NaN,1,1,,,
242,1,1,7350.jpg,42.6001232847484,43.117781622961,44.6119062770158,NaN,1,1,,,
243,1,1,4534.jpg,44.6236708550423,45.1413291932404,47.3413490564562,NaN,1,1,,,
244,1,1,4651.jpg,47.3531211813097,47.8707608034165,49.2707670219825,NaN,1,1,48.0238295192685,,
245,1,1,4608.jpg,49.2825439767912,49.8001890325977,51.4943145318975,NaN,1,1,,,
246,1,1,4608.jpg,51.5060794118035,52.0237404668587,53.1178595060774,0.647150202130433,1,1,,,
247,1,1,4611.jpg,53.1296252916072,53.6472917803621,55.8472929274867,NaN,1,1,,,
248,1,1,1720.jpg,55.8590596186259,56.3767104100116,56.5767239339039,NaN,1,1,,,
249,1,1,7402.jpg,56.5884776445164,57.1061305490148,58.1061332658719,NaN,1,1,56.5885624707153,,
250,1,1,7402.jpg,-0.917888244352071,-0.400231415522285,0.79977456155757,0.611856468036422,1,1,,,59.035639378184
251,1,1,4656.jpg,0.81154125269677,1.32921076018829,2.82332001873874,NaN,1,1,,,
252,1,1,4640.jpg,2.84687634333386,3.36451717292948,4.56451107510657,NaN,1,1,,,
253,1,1,7230.jpg,4.5762780681107,5.09392855763144,6.18805363430874,NaN,1,1,,,
254,1,1,7430.jpg,6.19981760859082,6.71749647412798,7.2115900353092,NaN,1,1,,,
255,1,1,7450.jpg,7.22335461333569,7.74101264966885,9.54102116246941,NaN,1,1,,,
256,1,1,7460.jpg,9.55278574051044,10.0704422674753,12.4704566366127,NaN,1,1,,,
257,1,1,4534.jpg,12.4822269502183,12.9998819678294,15.4940129611932,NaN,1,1,,,
258,1,1,7330.jpg,15.5057724073995,16.0234322549659,17.4234650383296,NaN,1,1,,,
259,1,1,4656.jpg,17.4352220695437,17.9528625972598,18.7528859018203,NaN,1,1,,,
260,1,1,4531.jpg,18.7646278394095,19.2822822532762,21.3764151786309,NaN,1,1,,,
261,1,1,7350.jpg,21.3881773416797,21.9058314536669,24.3058699726098,NaN,1,1,,,
262,1,1,7351.jpg,24.3176221738686,24.8352705502766,26.0352744142438,NaN,1,1,,,
263,1,1,4608.jpg,26.0470417091274,26.5646952173702,29.0588400968845,NaN,1,1,,,
264,1,1,1720.jpg,29.0706116179936,29.5882515419653,30.7882834800839,NaN,1,1,,,
265,1,1,2240.jpg,30.8117854676093,31.3294546732213,32.9294490583998,NaN,1,1,,,
266,1,1,4651.jpg,32.9412103158247,33.4588804270606,35.1529971720593,NaN,1,1,,,
267,1,1,5622.jpg,35.1647620519652,35.6824412193673,36.7765376181487,NaN,1,1,,,
268,1,1,5628.jpg,36.7883118561003,37.3059551006736,39.4000904410204,NaN,1,1,,,
269,1,1,7230.jpg,39.4118544153025,39.9295296583732,42.4236446525028,NaN,1,1,40.3766581860546,,
270,1,1,7402.jpg,42.4354095324088,42.9530624369072,44.2471868494613,NaN,1,1,,,
271,1,1,4611.jpg,44.2589505218784,44.7766251612047,45.9766136296676,NaN,1,1,,,
272,1,1,7340.jpg,46.0001458044571,46.5178147082042,46.811916782186,NaN,1,1,,,
273,1,1,4653.jpg,46.8236831714457,47.3413324534777,47.6354493192193,NaN,1,1,,,
274,1,1,4640.jpg,47.6472141991253,48.1648740466917,48.4589854787191,NaN,1,1,,,
275,1,1,5270.jpg,48.470754282971,48.9884056781011,50.388437253976,NaN,1,1,,,
276,1,1,1720.jpg,50.400198511401,50.9178351147857,52.6119606140855,NaN,1,1,,,
277,1,1,7230.jpg,52.6237263996009,53.1413826247008,54.8355102370988,NaN,1,1,53.8356044213433,53.9885385020316,
278,1,1,4656.jpg,54.8472748151398,55.3649304364808,55.9649314628477,NaN,1,1,,,
279,1,1,2240.jpg,55.9766945315205,56.4943501528614,58.7884824141074,NaN,1,1,,,
280,1,1,7340.jpg,-1.76500276515435,-1.24734654005442,0.446783185456297,NaN,1,1,59.8003544587846,,60.5650716524688
281,1,1,7430.jpg,0.458548065362265,0.976220893440768,2.57621014678443,NaN,1,1,,,
282,1,1,7351.jpg,2.58797412106651,3.10563155365526,5.30564537941245,NaN,1,1,,,
283,1,1,7350.jpg,5.31740935369453,5.83506588067394,6.52918594625953,NaN,1,1,,,
284,1,1,5270.jpg,6.54094871305279,7.05860222129559,9.45861930729006,NaN,1,1,,,
285,1,1,4534.jpg,9.48216567008058,9.99982461203763,11.199808854275,NaN,1,1,,,
286,1,1,4653.jpg,11.2115734323161,11.7292356948601,13.5292393777054,NaN,1,1,,,
287,1,1,7450.jpg,13.5410217662138,14.0586870474945,14.3527746315958,NaN,1,1,,,
288,1,1,7450.jpg,14.3645404171111,14.8822150564374,16.1763210547651,0.623620140453568,1,1,,,
289,1,1,4531.jpg,16.1880913683708,16.7057418578916,19.1057571326382,NaN,1,1,,,
290,1,1,7460.jpg,19.1175250312663,19.6351767282758,21.0351829468564,NaN,1,1,,,
291,1,1,4640.jpg,21.0469481286273,21.5646179379837,22.858726955048,NaN,1,1,,,
292,1,1,4611.jpg,22.870491834954,23.3881625499198,24.788167862891,NaN,1,1,,,
293,1,1,5622.jpg,24.7999200641352,25.3175753836113,26.9175836549257,NaN,1,1,,,
294,1,1,4651.jpg,26.9293524591776,27.447005363676,29.4470168348344,NaN,1,1,,,
295,1,1,4608.jpg,29.4587865446956,29.9764388454496,30.3764354040904,NaN,1,1,,,
296,1,1,4608.jpg,30.3882005858759,30.9058700933674,32.7999861742283,0.658919610126759,1,1,,,
297,1,1,7402.jpg,32.8117510541342,33.3294051661214,34.5294102375774,NaN,1,1,,,
298,1,1,7402.jpg,34.5411751174834,35.0588331538165,36.1529527967796,0.635390755938715,1,1,,,
299,1,1,7330.jpg,36.176485877193,36.6941511584591,38.0941474152496,NaN,1,1,,,
300,1,1,5628.jpg,38.1059141063888,38.6235661052633,40.3177015663532,NaN,1,1,,,
301,1,1,7460.jpg,40.3294860679744,40.8471178413893,42.0471198941232,NaN,1,1,40.8354048835754,,
302,1,1,7330.jpg,42.0588838684052,42.5765403953847,44.4706670417945,NaN,1,1,,,
303,1,1,7330.jpg,44.4824337329337,45.000093882365,45.6000894750323,0.635385020359536,1,1,,,
304,1,1,7230.jpg,45.611894202113,46.1295477103558,47.729519153203,NaN,1,1,,,
305,1,1,7350.jpg,47.7412813162518,48.2589456919086,48.5530522939807,NaN,1,1,,,
306,1,1,4640.jpg,48.5648189851199,49.0824749083549,51.4824895793572,NaN,1,1,,,
307,1,1,4534.jpg,51.4942535536393,52.011910986228,52.5060277915909,NaN,1,1,52.153170145044,,
308,1,1,4651.jpg,52.5177932752413,53.0354488965968,54.1295694451837,NaN,1,1,,,
309,1,1,7351.jpg,54.1413340232102,54.6590047381906,55.8589953197661,NaN,1,1,,,
310,1,1,1720.jpg,55.870764425883,56.3884173303813,56.6825332904991,NaN,1,1,56.4355541293771,,
311,1,1,5628.jpg,-1.74146394917625,-1.22380832782073,0.576201694348129,NaN,1,1,,,58.4355764679494
312,1,1,5628.jpg,0.587964763020864,1.1056200824969,1.30561881462927,0.635379586645286,1,1,,,
313,1,1,7430.jpg,1.31738550576847,1.83504052336502,2.03503563303093,NaN,1,1,,,
314,1,1,2240.jpg,2.04680413540336,2.56446820919518,5.05859135388164,NaN,1,1,,,
315,1,1,7450.jpg,5.07035412067489,5.58801125138416,6.08213137736311,NaN,1,1,,,
316,1,1,4653.jpg,6.09389565351012,6.61154885988799,8.70568269086652,NaN,1,1,,,
317,1,1,7402.jpg,8.7174412314489,9.23510409773735,10.4351230553293,NaN,1,1,,,
318,1,1,4611.jpg,10.4468770678213,10.96452453862,12.6586515472736,NaN,1,1,,,
319,1,1,4656.jpg,12.6704254833603,13.1880717466556,13.3880695731787,NaN,1,1,,,
320,1,1,4531.jpg,13.3998350568145,13.9175190541864,14.7174913422932,NaN,1,1,,,
321,1,1,5270.jpg,14.7292589390418,15.2469103341864,15.6469123265415,NaN,1,1,,,
322,1,1,5270.jpg,15.6586763008236,16.1763602981955,16.5763305939327,0.705976412893506,1,1,,,
323,1,1,4608.jpg,16.588096077583,17.1057658869395,17.3998673571914,NaN,1,1,,,
324,1,1,4608.jpg,17.411631029594,17.9292875565734,18.8234084674041,0.788350495800842,1,1,,,
325,1,1,4608.jpg,18.8351742529194,19.3528292705305,19.5528249839408,0.588321576404269,1,1,,,
326,1,1,5622.jpg,19.5645904675912,20.0822584657144,21.2822517641325,NaN,1,1,,,
327,1,1,7340.jpg,21.3057812220795,21.8234314097208,22.1175485773274,NaN,1,1,,,
328,1,1,7402.jpg,22.1293170796998,22.6469733047998,24.4469833269686,NaN,1,1,,,
329,1,1,7402.jpg,24.4587623948901,24.9764122806519,26.8705325877381,0.623608971160138,1,1,,,
330,1,1,7330.jpg,26.8822959582903,27.399953994609,29.1999634130334,NaN,1,1,,,
331,1,1,1720.jpg,29.2117282929394,29.7293878386408,32.1293985852972,NaN,1,1,,,
332,1,1,4611.jpg,32.1411613520904,32.6588381045294,34.4588520510442,NaN,1,1,,,
333,1,1,5270.jpg,34.4705945923779,34.9882631942455,36.1882570964226,NaN,1,1,,,
334,1,1,5270.jpg,36.2000183538476,36.7176754845568,38.6118030365906,0.505936927947914,1,1,,,
335,1,1,7350.jpg,38.623568520241,39.1412250472058,40.3412289111729,NaN,1,1,,,
336,1,1,4608.jpg,40.3529949985677,40.8706503180438,42.1647741268534,NaN,1,1,,,
337,1,1,7230.jpg,42.1765417236165,42.6941946281149,44.1883428282308,NaN,1,1,,,
338,1,1,2240.jpg,44.2000914070086,44.7177560845448,46.2118662487046,NaN,1,1,,,
339,1,1,7340.jpg,46.2236299211218,46.7412891649437,47.5412907346763,NaN,1,1,47.1060804381705,,
340,1,1,7450.jpg,47.5530547089729,48.0707275370514,49.0707118396822,NaN,1,1,,,
341,1,1,4534.jpg,49.0824764177087,49.6001389821322,52.0001473138109,NaN,1,1,,,
342,1,1,4656.jpg,52.0119134012057,52.5295669094485,53.72959613071,NaN,1,1,,,
343,1,1,4531.jpg,53.7413598031271,54.2590102926479,55.9531206983083,NaN,1,1,,,
344,1,1,7460.jpg,55.9648901063047,56.4825421051792,57.2825442786707,NaN,1,1,56.5885075299011,56.7414784390421,
345,1,1,7460.jpg,-1.74144915741635,-1.22379685666237,0.576212561762077,0.670672415129957,1,1,,,59.0355859467381
346,1,1,7430.jpg,0.587979856645688,1.10564574167074,3.19976176216733,NaN,1,1,,,
347,1,1,7351.jpg,3.21155713120243,3.72918347090308,4.42330051776662,NaN,1,1,,,
348,1,1,5628.jpg,4.44683510753384,4.96450159630331,5.25861151897698,NaN,1,1,,,
349,1,1,5622.jpg,5.27037488951464,5.78803775580309,6.78802658652421,NaN,1,1,,,
350,1,1,4640.jpg,6.79978874957305,7.3174461821618,9.11745680807508,NaN,1,1,,,
351,1,1,4651.jpg,9.14102671692672,9.65864188736305,11.2586519698962,NaN,1,1,,,
352,1,1,4653.jpg,11.2704231891257,11.7880890741508,11.988068184568,NaN,1,1,,,
353,1,1,7350.jpg,11.9998339700833,12.5175058925524,13.4116255958943,NaN,1,1,,,
354,1,1,7350.jpg,13.423375080296,13.9411188484373,14.7410558174452,0.658919610126759,1,1,,,
355,1,1,7460.jpg,14.7528043962375,15.2704657531576,16.6704698586254,NaN,1,1,,,
356,1,1,7430.jpg,16.6822287010873,17.1998942842329,19.694015919551,NaN,1,1,,,
357,1,1,7230.jpg,19.7057783844793,20.2234385339107,20.5175514753064,NaN,1,1,,,
358,1,1,4640.jpg,20.5293139402347,21.0469840514706,22.646978738514,NaN,1,1,,,
359,1,1,4640.jpg,22.6587421090517,23.1764288232807,25.2705342782428,0.600086758175166,1,1,,,
360,1,1,5622.jpg,25.2822916113219,25.799963533791,27.5999620848015,NaN,1,1,,,
361,1,1,1720.jpg,27.6117290778202,28.1293846991612,29.7293884423852,NaN,1,1,,,
362,1,1,2240.jpg,29.7411539260356,30.2588267541287,30.5529342618102,NaN,1,1,,,
363,1,1,4611.jpg,30.5646949155052,31.0823405750562,33.1764795378695,NaN,1,1,32.1294945807895,,
364,1,1,4651.jpg,33.1882634357462,33.7059106046654,35.8000263232971,NaN,1,1,,,
365,1,1,5270.jpg,35.8235530643724,36.3412120063149,37.9412196738849,NaN,1,1,,,
366,1,1,5270.jpg,37.9529860631446,38.4706531556585,39.8706491105695,0.753064006654313,1,1,,,
367,1,1,4656.jpg,39.8824088586407,40.4000678005832,41.2941887114139,NaN,1,1,,,
368,1,1,7402.jpg,41.305959326899,41.823608608931,44.117740266418,NaN,1,1,,,
369,1,1,7340.jpg,44.1412769692979,44.6589277606836,45.4589290285512,NaN,1,1,,,
370,1,1,7330.jpg,45.4706920972239,45.9883579822344,47.1883542993892,NaN,1,1,,,
371,1,1,4531.jpg,47.2001188774157,47.7177917055087,49.6119032582938,NaN,1,1,,,
372,1,1,4653.jpg,49.6236708550568,50.1413406644133,51.4354581338994,NaN,1,1,,,
373,1,1,4653.jpg,51.4472121463914,51.9648828613717,53.1648873290833,0.717774498771178,1,1,52.7767356465629,,
374,1,1,4608.jpg,53.1766434546735,53.6943138677889,54.89432859917,NaN,1,1,,,
375,1,1,5628.jpg,54.9060798948049,55.4237343086716,55.7178351751645,NaN,1,1,,,
376,1,1,7450.jpg,55.7296151486953,56.2472544689226,58.6472703474137,NaN,1,1,56.7532252066012,56.9061798146286,
377,1,1,7351.jpg,58.6590394535451,59.1767080554127,59.5766937466542,NaN,1,1,,,
378,1,1,4534.jpg,-0.0708280606195331,0.446824843864306,1.54094901493227,NaN,1,1,,,59.6591191478947
379,1,1,4534.jpg,1.55271027235722,2.07036649745714,3.16448614042019,0.588332745697699,1,1,,,
380,1,1,4531.jpg,3.17625343530381,3.69394105515676,4.89392559927364,NaN,1,1,,,
381,1,1,4640.jpg,4.90570074284915,5.42333221439912,6.42333523312118,NaN,1,1,,,
382,1,1,7340.jpg,6.43510222612531,6.95276448866935,9.35277372597193,NaN,1,1,,,
383,1,1,5270.jpg,9.36453770026856,9.88219664221106,10.3763110325963,NaN,1,1,,,
384,1,1,7402.jpg,10.3880753087578,10.9057330432115,12.9998617423553,NaN,1,1,,,
385,1,1,4651.jpg,13.011628735374,13.5292837529705,14.9292902734305,NaN,1,1,,,
386,1,1,5628.jpg,14.9410542477126,15.458710170933,16.4587146990234,NaN,1,1,,,
387,1,1,2240.jpg,16.4704961819225,16.9881490864063,18.8822642616724,NaN,1,1,,,
388,1,1,2240.jpg,18.8940288396989,19.4116823479417,19.9058299443132,0.682475934721879,1,1,,,
389,1,1,7430.jpg,19.9293334412068,20.446987855059,21.0470106162538,NaN,1,1,,,
390,1,1,7460.jpg,21.0705216599599,21.5881878468499,22.1881719683588,NaN,1,1,,,
391,1,1,7450.jpg,22.1999362445058,22.7175933752296,24.6117330021661,NaN,1,1,,,
392,1,1,7351.jpg,24.6234830903122,25.1411384097883,26.2352637883305,NaN,1,1,,,
393,1,1,1720.jpg,26.2470522142976,26.7646993832168,28.5647075941524,NaN,1,1,,,
394,1,1,7330.jpg,28.5764616066444,29.0941311141214,30.8941257408005,NaN,1,1,,,
395,1,1,4653.jpg,30.9058909225714,31.4235438270698,32.4235477514158,NaN,1,1,,,
396,1,1,4653.jpg,32.435314442555,32.9529739882419,35.1529820784344,0.753038951210328,1,1,,,
397,1,1,4656.jpg,35.1647436377389,35.6824040890497,36.576523490512,NaN,1,1,,,
398,1,1,4611.jpg,36.6000559671811,37.1177088716795,37.3177048869547,NaN,1,1,,,
399,1,1,7350.jpg,37.3412328355189,37.8588923812204,38.3530122053053,NaN,1,1,,,
400,1,1,5622.jpg,38.3647785945795,38.8824474983267,40.1765652696777,NaN,1,1,,,
401,1,1,7230.jpg,40.1883210934029,40.7059739979013,42.7059878840373,NaN,1,1,41.90606480118,,
402,1,1,7230.jpg,42.7177515564545,43.2354207620665,43.7295236812934,0.717744915265939,1,1,,,
403,1,1,4608.jpg,43.7412864481012,44.2589447862993,44.7530612897972,NaN,1,1,,,
404,1,1,4608.jpg,44.7648294902901,45.2824953753152,46.0824845682801,0.505933305481449,1,1,,,
405,1,1,4534.jpg,46.0942494481715,46.6119159369409,47.7060265237378,NaN,1,1,,,
406,1,1,4640.jpg,47.7177907998848,48.2354467231198,48.8354489569756,NaN,1,1,48.78849931898,,
407,1,1,4640.jpg,48.8472144406114,49.3648833443585,51.7648823179916,0.858922266605077,1,1,,,
408,1,1,7460.jpg,51.776647801642,52.2943028192531,52.7884211339842,NaN,1,1,,,
409,1,1,7450.jpg,52.8001845045219,53.3178431445995,53.5178373486415,NaN,1,1,,,
410,1,1,1720.jpg,53.5296031341568,54.0472617742344,55.0472702266707,NaN,1,1,54.7532246028568,,
411,1,1,7340.jpg,55.0590248429071,55.5767003878427,57.2708098878938,NaN,1,1,,,
412,1,1,7340.jpg,57.2825901633041,57.8002548408258,58.4002305098984,0.529534609086113,1,1,,,
413,1,1,7330.jpg,-0.776713609855506,-0.259058894123882,2.03507306524261,NaN,1,1,,,59.1885544409015
414,1,1,7430.jpg,2.0468376432691,2.56450896199385,3.56449839645938,NaN,1,1,,,
415,1,1,4531.jpg,3.58802664690302,4.10569675813895,6.50569784487016,NaN,1,1,,,
416,1,1,5270.jpg,6.51746574351273,7.03513343975646,8.72924565666472,NaN,1,1,,,
417,1,1,7230.jpg,8.7410111403151,9.25866585604672,9.55278423114214,NaN,1,1,,,
418,1,1,7351.jpg,9.56454639420554,10.0822020155465,10.5763209340221,NaN,1,1,,,
419,1,1,2240.jpg,10.5880840026948,11.1057414352836,11.9057454199938,NaN,1,1,,,
420,1,1,5622.jpg,11.9175069792982,12.4351909766701,14.0351705700887,NaN,1,1,,,
421,1,1,7402.jpg,14.0469396762055,14.5645898638468,16.8587444636651,NaN,1,1,,,
422,1,1,7350.jpg,16.8704860993748,17.388158021844,17.8822600354615,NaN,1,1,,,
423,1,1,4534.jpg,17.8940270284656,18.4117140445742,19.8116888684017,NaN,1,1,,,
424,1,1,4653.jpg,19.8234519370599,20.3411126902502,20.6352226129238,NaN,1,1,,,
425,1,1,5628.jpg,20.6587532783451,21.1764085978211,23.3764450640301,NaN,1,1,,,
426,1,1,4611.jpg,23.3882138682675,23.9058420192159,26.105870636733,NaN,1,1,,,
427,1,1,4611.jpg,26.1176195173903,26.6352959679498,28.5294054076367,0.658917497028597,1,1,,,
428,1,1,4608.jpg,28.5411702875281,29.058837380042,30.0588301350945,NaN,1,1,,,
429,1,1,4608.jpg,30.0705968262337,30.5882521457097,32.9882671185915,0.682457822375,1,1,,,
430,1,1,4656.jpg,33.0000304891291,33.5176966760337,34.5176924498082,NaN,1,1,33.6589452693006,33.8118811612221,
431,1,1,4651.jpg,34.5294573297142,35.0471090267238,36.5412342845229,NaN,1,1,,,
432,1,1,4651.jpg,36.5529988625494,37.0706565970031,37.2706523104134,0.482414413083461,1,1,,,
433,1,1,4651.jpg,37.2824162847101,37.8000725097954,38.0942005448305,0.670690225597355,1,1,,,
434,1,1,4653.jpg,38.1059530479542,38.6236222535663,40.823622495067,NaN,1,1,,,
435,1,1,1720.jpg,40.8353870730934,41.3530553730961,43.2471690389939,NaN,1,1,,,
436,1,1,7430.jpg,43.258936031998,43.7765925589629,45.5766022792668,NaN,1,1,,,
437,1,1,7230.jpg,45.588365951684,46.1060233842582,47.5060522432759,NaN,1,1,,,
438,1,1,7450.jpg,47.5178017276776,48.0354645939806,48.9295737317734,NaN,1,1,,,
439,1,1,7330.jpg,48.941334083589,49.4590171753516,50.553113875998,NaN,1,1,,,
440,1,1,4611.jpg,50.5648793596483,51.0825376978464,51.5766708043375,NaN,1,1,,,
441,1,1,5622.jpg,51.5884151569044,52.1060870793735,53.7178433257213,NaN,1,1,,,
442,1,1,5628.jpg,53.7296088093717,54.2472632232384,54.8472642496054,NaN,1,1,,,
443,1,1,7351.jpg,54.8590288276318,55.3766844489728,56.8708100086515,NaN,1,1,,,
444,1,1,4656.jpg,56.882574284813,57.4002437923045,59.2002408339467,NaN,1,1,,,
445,1,1,4640.jpg,-2.44739719426434,-1.92972979988554,0.0702671813778579,NaN,1,1,60.8944680643035,,61.6592260108009
446,1,1,2240.jpg,0.08207613468403,0.599706096865702,1.59969372008345,NaN,1,1,,,
