Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,Clock,dataOneMinPress
1,1,0,049.jpg,0.0173891029990045,0.548702762000175,0.749111837998498,NaN,1,,
2,1,0,029.jpg,0.765635105999536,1.29759702099909,2.99367157300003,NaN,1,,
3,1,0,056.jpg,3.010427969999,3.54230559999996,5.63761113199871,NaN,1,,
4,1,0,056.jpg,5.65406126999733,3.54230559999996,6.18628168599753,NaN,0,,
5,1,0,056.jpg,6.203004529998,6.73502028399889,7.73284205500022,NaN,0,,
6,1,0,025.jpg,7.7492918229982,8.28148392599905,10.7753462569999,NaN,1,,
7,1,0,058.jpg,10.7921507049978,11.3239957000005,11.6234957829984,NaN,1,,
8,1,0,027.jpg,11.6400213179986,12.1720204649973,12.3717461279994,NaN,1,,
9,1,0,048.jpg,12.3883245479992,12.9203643519977,14.1176259989988,NaN,1,,
10,1,0,022.jpg,14.134101792999,14.6662210449977,15.0653909949979,NaN,1,,
11,1,0,022.jpg,15.0818887799978,15.6140887939982,17.7091236519991,NaN,0,,
12,1,0,046.jpg,17.7258074269994,18.2577321259996,18.3574959059988,NaN,1,,
13,1,0,021.jpg,18.3741431169983,18.9062293919997,19.3053963759994,NaN,1,,
14,1,0,055.jpg,19.3218971219976,19.854084022998,21.0511494799975,NaN,1,,
15,1,0,051.jpg,21.0679668039993,21.5998330829971,23.5953959609978,NaN,1,,
16,1,0,018.jpg,23.611729971999,24.1439264539986,24.4430954099989,NaN,1,,
17,1,0,019.jpg,24.4593065829977,24.9920963730001,25.889875648998,NaN,1,,
18,1,0,047.jpg,25.9063024329989,26.4383629229997,27.7354286469999,NaN,1,,
19,1,0,017.jpg,27.7519567039999,28.2841368079971,30.180001020999,NaN,1,,
20,1,0,024.jpg,30.1962852969991,30.7282661829995,31.3269890909978,NaN,1,,
21,1,0,059.jpg,31.3435799929975,31.8757585769999,33.2723745109979,NaN,1,,
22,1,0,059.jpg,33.2889314780004,33.8210203979979,34.6182972549977,NaN,0,,
23,1,0,054.jpg,34.6356029169983,35.1679005570004,36.8638480549998,NaN,1,,
24,1,0,028.jpg,36.8804990999997,37.4125750450003,39.9067139979998,NaN,1,,
25,1,0,052.jpg,39.9232832979978,40.4553778709997,41.9518079169975,NaN,1,,
26,1,0,016.jpg,41.9686648860006,42.5004849010002,42.7002299979977,NaN,1,,
27,1,0,057.jpg,42.7161554689992,43.2488414489999,44.2466927949972,NaN,1,,
28,1,0,023.jpg,44.2629971370006,44.7951115279975,46.7904331699974,NaN,1,,
29,1,0,026.jpg,46.8073640699986,47.3392110309978,47.7382304559978,NaN,1,,
30,1,0,026.jpg,47.7547717540001,48.2868845589983,50.1826089899987,NaN,0,,
31,1,0,060.jpg,50.1991323740003,50.7311341569985,52.1280426669982,NaN,1,,
32,1,0,050.jpg,52.1445394740003,52.6765641409984,55.1698924699995,NaN,1,,
33,1,0,053.jpg,55.1870590049984,55.7193768959987,56.417907523999,NaN,1,,
34,1,0,030.jpg,56.4343698230005,56.9665419449993,58.3633512550005,NaN,1,,
35,1,0,020.jpg,58.3798666309995,58.9118504349972,61.2064843109983,NaN,1,,
36,1,0,030.jpg,61.2230937829991,61.7552355199987,63.2516904240001,NaN,1,,
37,1,0,030.jpg,63.2682729240005,61.7552355199987,63.8003089019985,NaN,0,,
38,1,0,027.jpg,63.8170020199977,64.3490796199985,65.5464070620001,NaN,1,,
39,1,0,019.jpg,65.563148322999,66.0951144689971,66.7934683389976,NaN,1,,
40,1,0,057.jpg,66.8099737259981,67.3422687829989,68.240051372999,NaN,1,,
41,1,0,057.jpg,68.2566330310001,68.7885435749995,69.1877769269995,NaN,0,,
42,1,0,020.jpg,69.2045418439993,69.7364314400002,71.3326533609979,NaN,1,,
43,1,0,055.jpg,71.3491950899988,71.8812511929973,72.3801817569984,NaN,1,,
44,1,0,059.jpg,72.3959068959994,72.9289125579999,73.3280086329978,NaN,1,,
45,1,0,022.jpg,73.344448263997,73.8766536259973,75.0739189689994,NaN,1,,
46,1,0,049.jpg,75.0904532819986,75.6224320789988,77.0193632720002,NaN,1,,
47,1,0,051.jpg,77.0357255059971,75.6224320789988,77.568137162998,NaN,1,,
48,1,0,056.jpg,77.5844768459974,78.1166548459987,79.8129665399974,NaN,1,,
49,1,0,056.jpg,79.8295435629989,80.3612542789997,82.6560766900002,NaN,0,,
50,1,0,047.jpg,82.6723734689986,83.2045644499995,85.4994647290005,NaN,1,,
51,1,0,053.jpg,85.5157295669997,86.0478717080005,87.7439507829986,NaN,1,,
52,1,0,016.jpg,87.7605052189974,88.2922563459979,89.5895236830002,NaN,1,,
53,1,0,018.jpg,89.6062742859976,90.1384384519988,90.3368807589977,NaN,1,,
54,1,0,017.jpg,90.3544073720004,90.1384384519988,90.8867662379998,NaN,1,,
55,1,0,023.jpg,90.9031969429998,91.434890261,93.9295992650004,NaN,1,,
56,1,0,023.jpg,93.9459163350002,94.4780040589976,96.6727904199979,NaN,0,,
57,1,0,050.jpg,96.6896379949976,97.2218458619973,98.8179951399979,NaN,1,,
58,1,0,025.jpg,98.8342025239981,99.3666810359973,100.065041972,NaN,1,,
59,1,0,021.jpg,100.081377768998,100.613745045001,101.411667343,NaN,1,,
60,1,0,024.jpg,101.428212359999,101.960580904,104.055483102999,NaN,1,,
61,1,0,060.jpg,104.072148903,104.604339093999,106.898742297999,NaN,1,,
62,1,0,029.jpg,106.915021293,107.447112223999,108.544932299999,NaN,1,,
63,1,0,054.jpg,108.561481232999,109.09385542,110.390507944998,NaN,1,,
64,1,0,028.jpg,110.407161592,110.939270433999,111.23884903,NaN,1,,
65,1,0,048.jpg,111.288437801999,111.820713277997,112.717963588999,NaN,1,,
66,1,0,058.jpg,112.750921527,113.283886534999,115.378712059999,NaN,1,,
67,1,0,026.jpg,115.394813987998,115.927456697998,116.825413109,NaN,1,,
68,1,0,046.jpg,116.841740289998,117.374210280999,119.369540476,NaN,1,,
69,1,0,046.jpg,119.386011447998,119.918133961997,120.516713920999,NaN,0,,
70,1,0,052.jpg,120.533254381,119.918133961997,121.065543737001,NaN,1,,
71,1,0,027.jpg,121.082080304001,121.614353664998,122.910665305997,NaN,1,,
72,1,0,057.jpg,122.927594815999,123.459744848999,123.559488663999,NaN,1,,
73,1,0,018.jpg,123.576091012997,124.107952758997,125.60484932,NaN,1,,
74,1,0,049.jpg,125.621346903998,126.153444511998,128.348270219998,NaN,1,,
75,1,0,022.jpg,128.364903989997,128.897045869999,130.692685293998,NaN,1,,
76,1,0,026.jpg,130.709470967999,131.241554820997,132.139281339998,NaN,1,,
77,1,0,054.jpg,132.156163784999,132.687955194,134.882998271998,NaN,1,,
78,1,0,029.jpg,134.899327179999,132.687955194,135.431662785999,NaN,1,,
79,1,0,016.jpg,135.448420977998,135.980268830001,137.975650197997,NaN,1,,
80,1,0,060.jpg,137.992190245997,138.524198610998,140.220349515999,NaN,1,,
81,1,0,047.jpg,140.237169527998,140.768849075997,141.467251670998,NaN,1,,
82,1,0,017.jpg,141.484029626998,142.015903336,143.213205502998,NaN,1,,
83,1,0,030.jpg,143.229235133,143.761985072997,143.861684255,NaN,1,,
84,1,0,023.jpg,143.878549630997,144.410147892999,144.609939275997,NaN,1,,
85,1,0,023.jpg,144.626556345,145.158869176998,146.655319531998,NaN,0,,
86,1,0,023.jpg,146.671804862999,147.203839712998,149.498436166999,NaN,0,,
87,1,0,046.jpg,149.515035259999,150.047187140997,151.443826127997,NaN,1,,
88,1,0,056.jpg,151.460538240997,151.991407505,153.090020915999,NaN,1,,
89,1,0,020.jpg,153.156008410999,153.688761162,154.686290180998,NaN,1,,
90,1,0,059.jpg,154.702814209999,155.234799151,156.53204722,NaN,1,,
91,1,0,019.jpg,156.548082005,157.079787864997,157.878097037999,NaN,1,,
92,1,0,019.jpg,157.895201273997,158.427243599999,160.722049987999,NaN,0,,
93,1,0,053.jpg,160.738491617998,161.270894857,161.769400434998,NaN,1,,
94,1,0,024.jpg,161.786340841998,162.318187969999,164.014545059999,NaN,1,,
95,1,0,021.jpg,164.030714041,164.562792424,164.76249049,NaN,1,,
96,1,0,055.jpg,164.795036700998,165.327990382997,166.923577350997,NaN,1,,
97,1,0,052.jpg,166.940758858,167.472351200999,169.667436188,NaN,1,,
98,1,0,051.jpg,169.700306760999,170.232857676998,171.92889426,NaN,1,,
99,1,0,028.jpg,171.945413781999,172.477423364999,173.773861427999,NaN,1,,
100,1,0,058.jpg,173.791141942998,174.323456898001,176.418387786998,NaN,1,,
101,1,0,050.jpg,176.434493442001,176.967235482,177.765119823998,NaN,1,,
102,1,0,025.jpg,177.781632226997,178.313876623997,179.910013219,NaN,1,,
103,1,0,048.jpg,179.926058413999,180.458566207999,182.853154156997,NaN,1,,
104,1,0,024.jpg,182.869848844999,183.401435533,183.501736009999,NaN,1,,
105,1,0,048.jpg,183.518300782998,184.050383075999,184.149980532999,NaN,1,,
106,1,0,023.jpg,184.166796055997,184.698766891001,184.898273196999,NaN,1,,
107,1,0,025.jpg,184.914984168998,185.447279347998,186.245297742,NaN,1,,
108,1,0,059.jpg,186.261860109,186.793788380997,188.788196866997,NaN,1,,
109,1,0,051.jpg,188.805785102999,189.337378255997,190.134790992,NaN,1,,
110,1,0,055.jpg,190.152468172,190.684644493998,192.480353938998,NaN,1,,
111,1,0,022.jpg,192.496983164998,193.028158718,193.128932981999,NaN,1,,
112,1,0,017.jpg,193.144839879998,193.676731650998,194.276163748,NaN,1,,
113,1,0,054.jpg,194.292423018,194.824911407999,196.122060718997,NaN,1,,
114,1,0,018.jpg,196.15498191,196.686802442,197.385059778,NaN,1,,
115,1,0,020.jpg,197.401267817,197.934129683999,199.031277735998,NaN,1,,
116,1,0,047.jpg,199.047831061998,199.580498060997,202.074703893999,NaN,1,,
117,1,0,047.jpg,202.091246545999,202.623014884,202.922467542998,NaN,0,,
118,1,0,028.jpg,202.939055944,203.471392394,204.169652051998,NaN,1,,
119,1,0,057.jpg,204.185930332998,204.718265274998,205.017523815,NaN,1,,
120,1,0,049.jpg,205.033930206999,204.718265274998,205.566327876997,NaN,1,,
121,1,0,019.jpg,205.583117554997,206.114959629998,206.314488640997,NaN,1,,
122,1,0,058.jpg,206.331051736997,206.863201911998,207.860943463998,NaN,1,,
123,1,0,029.jpg,207.877529481,208.409416213999,208.808668980997,NaN,1,,
124,1,0,050.jpg,208.825256526998,209.357375931999,210.454847629,NaN,1,,
125,1,0,027.jpg,210.471266909,211.003624409001,213.097637896,NaN,1,,
126,1,0,027.jpg,213.115232840999,213.647040111999,215.940872642997,NaN,0,,
127,1,0,021.jpg,215.958137458998,216.490998292,218.286480636998,NaN,1,,
128,1,0,046.jpg,218.319392723999,218.851230893,220.747139985,NaN,1,,
129,1,0,026.jpg,220.762837588998,221.295745727999,222.991629576998,NaN,1,,
130,1,0,056.jpg,223.008370604999,223.540433135,224.039340525,NaN,1,,
131,1,0,052.jpg,224.056011901997,224.587958814998,226.184419129,NaN,1,,
132,1,0,053.jpg,226.201154497998,226.733115059,228.928103676,NaN,1,,
133,1,0,053.jpg,228.944476836998,229.476673703,230.474327443,NaN,0,,
134,1,0,016.jpg,230.490687965997,231.022926291,233.317618521,NaN,1,,
135,1,0,060.jpg,233.333100387998,233.866197830997,234.764034766999,NaN,1,,
136,1,0,030.jpg,234.780772702998,235.313004082,236.011279967999,NaN,1,,
137,1,0,027.jpg,236.02785808,236.559866708998,237.258319496999,NaN,1,,
138,1,0,051.jpg,237.274816744997,237.806813865998,239.004097052999,NaN,1,,
139,1,0,022.jpg,239.020683405997,239.552870310999,240.350921047,NaN,1,,
140,1,0,049.jpg,240.367509650998,240.899860234,241.897483468998,NaN,1,,
141,1,0,056.jpg,241.913818492998,242.446187078,243.144345188997,NaN,1,,
142,1,0,024.jpg,243.160737853999,242.446187078,243.693029384998,NaN,1,,
143,1,0,046.jpg,243.709614429998,242.446187078,244.241855697997,NaN,1,,
144,1,0,053.jpg,244.258438900997,244.790358515998,246.286881322998,NaN,1,,
145,1,0,017.jpg,246.303666395001,246.835771148999,249.130202288998,NaN,1,,
146,1,0,058.jpg,249.147073414999,249.678937598997,250.277636126997,NaN,1,,
147,1,0,029.jpg,250.294355094,250.826276453998,253.320293264998,NaN,1,,
148,1,0,059.jpg,253.336430952997,253.869129511,255.664850730998,NaN,1,,
149,1,0,023.jpg,255.698106149997,256.229895395998,256.728872231,NaN,1,,
150,1,0,023.jpg,256.745770637997,257.277588859,258.674399844,NaN,0,,
151,1,0,052.jpg,258.689976576999,259.206711657,260.520085873999,NaN,1,,
152,1,0,052.jpg,260.536417637999,261.068749719998,263.561919917,NaN,0,,
153,1,0,054.jpg,263.579413624,264.111814191998,265.408758432997,NaN,1,,
