Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,experiment,Clock,dataOneMinPress
94,1,1,7460.jpg,252.251422999001,252.883289308,254.978557176,NaN,1,0,,
95,1,1,7402.jpg,254.994197058,255.627007554001,257.622155053003,NaN,1,0,,
96,1,1,7351.jpg,257.655108811003,258.287274021,259.684128211,NaN,1,0,,
97,1,1,5622.jpg,259.717125972002,260.348835295001,262.0451159,NaN,1,0,,
98,1,1,1720.jpg,262.061727273001,262.693739620001,265.087850740001,NaN,1,0,,
99,1,1,4608.jpg,265.120884327,265.753050615,268.546344516002,NaN,1,0,,
100,1,1,7430.jpg,268.563056972002,269.194508887002,271.589405787003,NaN,1,0,,
101,1,1,4653.jpg,271.622200080001,272.254133901002,272.952501686003,NaN,1,0,,
102,1,1,4611.jpg,272.968806574001,273.600906787,275.895815128002,NaN,1,0,,
103,1,1,7330.jpg,275.911439785003,276.544353729001,278.240390393999,NaN,1,0,,
104,1,1,4531.jpg,278.25676231,278.888869757,280.584815709,NaN,1,0,,
105,1,1,7340.jpg,280.601168927002,281.233170890002,282.131095787001,NaN,1,0,,
106,1,1,7350.jpg,282.147615696002,282.779554096,285.373448395003,NaN,1,0,,
107,1,1,7350.jpg,285.389046843,286.021655204,287.418296191001,NaN,0,0,,
108,1,1,4651.jpg,287.435220309002,288.066873293999,289.264265488,NaN,1,0,,
109,1,1,4653.jpg,289.280907317003,289.912854208,291.409061310002,NaN,1,0,,
110,1,1,7450.jpg,291.42591459,292.057563511,293.653772221001,NaN,1,0,,
111,1,1,7450.jpg,293.670318807002,294.301793640003,296.296846358,NaN,0,0,,
112,1,1,4608.jpg,296.313731387003,296.946120381002,298.941301603001,NaN,1,0,,
113,1,1,2240.jpg,298.958025056003,299.590003326,301.185574444,NaN,1,0,,
114,1,1,5270.jpg,301.203063547,301.834546670001,303.430970944002,NaN,1,0,,
115,1,1,4656.jpg,303.447252059002,304.079455290001,305.974813605,NaN,1,0,,
116,1,1,1720.jpg,305.991437349003,306.623505465002,308.818216531003,NaN,1,0,,
117,1,1,4611.jpg,308.834834928002,309.466856599,312.359630495001,NaN,1,0,,
118,1,1,7430.jpg,312.376554063001,313.009228832001,315.402778123,NaN,1,0,,
119,1,1,7460.jpg,315.418958851002,316.051164734999,317.646432575002,NaN,1,0,,
120,1,1,7230.jpg,317.680329118,318.312179267999,320.906078610002,NaN,1,0,,
121,1,1,4640.jpg,320.923010138002,321.555044796001,322.55359756,NaN,1,0,,
122,1,1,4534.jpg,322.585941211,323.217826328,324.015633852003,NaN,1,0,,
123,1,1,7351.jpg,324.032549895001,324.664460585002,325.562073431,NaN,1,0,,
124,1,1,5628.jpg,325.578028184002,326.211026803001,327.208176078002,NaN,1,0,,
125,1,1,5622.jpg,327.224639231001,327.85582841,329.253870816003,NaN,1,0,,
126,1,1,7402.jpg,329.269548363001,329.901555644003,331.299220050001,NaN,1,0,,
127,1,1,5628.jpg,331.315106090002,331.947295141003,332.645360835002,NaN,1,0,,
128,1,1,7450.jpg,332.663472998,333.293401794002,335.189292735002,NaN,1,0,,
129,1,1,7450.jpg,335.205904603001,335.838118792002,336.735647306003,NaN,0,0,,
130,1,1,7450.jpg,336.752363495001,337.384275265002,338.381952857002,NaN,0,0,,
131,1,1,1720.jpg,338.398554658001,339.030391718003,341.225962733002,NaN,1,0,,
132,1,1,2240.jpg,341.241582486,341.873486807002,344.567289813,NaN,1,0,,
133,1,1,7430.jpg,344.583906467,345.214458689003,348.209526505001,NaN,1,0,,
134,1,1,4653.jpg,348.242580124002,348.873589364001,350.869066851999,NaN,1,0,,
135,1,1,4534.jpg,350.885427867001,351.517555386003,354.510386835002,NaN,1,0,,
136,1,1,4534.jpg,354.528293168001,355.159231558002,357.153453559,NaN,0,0,,
137,1,1,7230.jpg,357.170468817003,357.803457369002,359.698288112002,NaN,1,0,,
138,1,1,7402.jpg,359.714830355002,360.346755663002,361.743461572001,NaN,1,0,,
139,1,1,7330.jpg,361.77669047,362.408423331002,364.104545406,NaN,1,0,,
140,1,1,4640.jpg,364.120749168,364.753386938002,366.548178599001,NaN,1,0,,
141,1,1,7350.jpg,366.565203218001,367.196993286001,367.995538421001,NaN,1,0,,
142,1,1,4531.jpg,368.029428141002,368.660811543999,371.453846529002,NaN,1,0,,
143,1,1,4608.jpg,371.470069468,372.102714721001,372.901371436001,NaN,1,0,,
144,1,1,7340.jpg,372.916649934999,373.548955807,375.245790673001,NaN,1,0,,
145,1,1,7340.jpg,375.262577402002,375.892623563002,378.487244438002,NaN,0,0,,
146,1,1,4656.jpg,378.503014246002,379.136021456001,380.732026362002,NaN,1,0,,
147,1,1,4651.jpg,380.765260613,381.396070789,383.493228478001,NaN,1,0,,
148,1,1,4611.jpg,383.508809630002,384.140693469002,386.734665724001,NaN,1,0,,
149,1,1,7460.jpg,386.751055615001,387.383083563,390.176711101001,NaN,1,0,,
150,1,1,7351.jpg,390.209675095,390.841983613002,393.734629825001,NaN,1,0,,
151,1,1,7351.jpg,393.752575760001,394.383301759,395.480660233003,NaN,0,0,,
152,1,1,5622.jpg,395.51298091,396.146031373002,397.442644326002,NaN,1,0,,
153,1,1,5270.jpg,397.475838251001,398.10812416,400.900480873002,NaN,1,0,,
154,1,1,5628.jpg,400.917185573002,401.549275609003,403.644802484003,NaN,1,0,,
155,1,1,4653.jpg,403.660749284001,404.276574748001,406.188613687002,NaN,1,0,,
156,1,1,7330.jpg,406.205437299002,406.837064556003,408.931966914002,NaN,1,0,,
157,1,1,7340.jpg,408.948645046003,409.580634754002,412.174497653003,NaN,1,0,,
158,1,1,4640.jpg,412.191090534001,412.822921212002,414.718521264,NaN,1,0,,
159,1,1,4640.jpg,414.735087672001,415.367063703001,416.464590754,NaN,0,0,,
160,1,1,4640.jpg,416.481097492,417.112819284001,418.808950897001,NaN,0,0,,
161,1,1,1720.jpg,418.825234025,419.457340535002,421.153437090001,NaN,1,0,,
162,1,1,4534.jpg,421.186662846001,421.818449366001,424.811473812002,NaN,1,0,,
163,1,1,5270.jpg,424.828347145001,425.460019034002,427.555883384,NaN,1,0,,
164,1,1,7351.jpg,427.572640364,428.203103033,430.497978421001,NaN,1,0,,
165,1,1,4656.jpg,430.514575573001,431.146510995,433.542004215,NaN,1,0,,
166,1,1,2240.jpg,433.575245055999,434.206026727003,435.702469777003,NaN,1,0,,
167,1,1,7230.jpg,435.718960013,436.350626566,438.24755634,NaN,1,0,,
168,1,1,7450.jpg,438.279713567001,438.911545562001,440.906750466002,NaN,1,0,,
169,1,1,4611.jpg,440.923346836,441.555244697,442.553093448001,NaN,1,0,,
170,1,1,5622.jpg,442.570486150002,443.201336224,445.19665962,NaN,1,0,,
171,1,1,5622.jpg,445.214480368002,445.845305891002,448.139780594,NaN,0,0,,
172,1,1,4531.jpg,448.156332336002,448.788509846003,450.484206136,NaN,1,0,,
173,1,1,7402.jpg,450.500824131002,451.133190249002,453.826132574002,NaN,1,0,,
174,1,1,4608.jpg,453.843251707,454.475115773002,456.869250179003,NaN,1,0,,
175,1,1,7460.jpg,456.902750985002,457.534251359,459.030676802002,NaN,1,0,,
176,1,1,4651.jpg,459.046935509999,459.679282571,461.375201813,NaN,1,0,,
177,1,1,7350.jpg,461.391995123002,462.024098824,463.619987269001,NaN,1,0,,
178,1,1,7430.jpg,463.653228000003,464.285462037002,466.780192348,NaN,1,0,,
179,1,1,5628.jpg,466.795734677002,467.427671755002,469.821949453002,NaN,1,0,,
180,1,1,7351.jpg,469.838646448003,470.471234637,472.166599959,NaN,1,0,,
181,1,1,4534.jpg,472.183051377,472.815029765003,475.109573715003,NaN,1,0,,
182,1,1,7460.jpg,475.126084261003,475.758037630003,478.651223471003,NaN,1,0,,
183,1,1,4611.jpg,478.667779700001,479.299929950001,481.794814374,NaN,1,0,,
184,1,1,4640.jpg,481.810505642999,482.442503206999,484.736808109999,NaN,1,0,,
185,1,1,5622.jpg,484.770055934001,485.402150982001,486.299788250002,NaN,1,0,,
186,1,1,5622.jpg,486.316486738,486.948397053002,488.544107177,NaN,0,0,,
187,1,1,7402.jpg,488.561131052,489.193044665,491.288092730003,NaN,1,0,,
188,1,1,5270.jpg,491.304332501,491.936637514002,493.731672068003,NaN,1,0,,
189,1,1,7330.jpg,493.765100914999,494.397632103002,495.195663716,NaN,1,0,,
190,1,1,2240.jpg,495.212051742001,495.844033441001,497.04109422,NaN,1,0,,
191,1,1,7340.jpg,497.057838865003,497.689659362,500.383370661002,NaN,1,0,,
192,1,1,7340.jpg,500.399976012002,501.032029952003,501.730149808001,NaN,0,0,,
193,1,1,4653.jpg,501.763411167001,502.395286541003,505.089980199002,NaN,1,0,,
194,1,1,7350.jpg,505.106438328003,505.738407298002,506.535531124002,NaN,1,0,,
195,1,1,4531.jpg,506.552016591002,507.184016322,509.478570993,NaN,1,0,,
196,1,1,4531.jpg,509.495082354002,510.127044037003,512.022572501002,NaN,0,0,,
197,1,1,4531.jpg,512.039202470001,512.671280831,513.867706015,NaN,0,0,,
198,1,1,7230.jpg,513.885044382001,514.516707814,516.5119877,NaN,1,0,,
199,1,1,7450.jpg,516.528132777003,517.160553116002,518.058351243002,NaN,1,0,,
200,1,1,7450.jpg,518.074913140001,518.706848472,521.000406594001,NaN,0,0,,
201,1,1,1720.jpg,521.018113140002,521.649922896002,523.744838417002,NaN,1,0,,
202,1,1,4656.jpg,523.761670055002,524.393635479002,525.191585091001,NaN,1,0,,
203,1,1,4656.jpg,525.208210606001,525.839579285002,526.637980130999,NaN,0,0,,
204,1,1,7430.jpg,526.654620965001,527.286626325,528.285263718,NaN,1,0,,
205,1,1,4651.jpg,528.300895593002,528.932781131,529.63224332,NaN,1,0,,
206,1,1,4651.jpg,529.647689997,530.279518645002,531.97556074,NaN,0,0,,
207,1,1,4608.jpg,531.99170853,532.624779343001,535.217794476001,NaN,1,0,,
208,1,1,4531.jpg,535.235631839001,535.866588464,537.962525019,NaN,1,0,,
209,1,1,2240.jpg,537.978220295001,538.609814347001,540.505416166001,NaN,1,0,,
210,1,1,2240.jpg,540.521968604,541.153982371001,543.847668553,NaN,0,0,,
211,1,1,5622.jpg,543.863196171002,544.496101706001,545.393811036,NaN,1,0,,
212,1,1,4651.jpg,545.411625470002,546.042746882002,548.835788461001,NaN,1,0,,
213,1,1,4656.jpg,548.852421909,549.484328859002,550.381447693002,NaN,1,0,,
214,1,1,1720.jpg,550.398114781001,551.030685053,552.926058045003,NaN,1,0,,
215,1,1,5270.jpg,552.94272531,553.574574067999,554.573125408002,NaN,1,0,,
216,1,1,5628.jpg,554.587900382001,555.204007073,557.216106771,NaN,1,0,,
217,1,1,7230.jpg,557.231644445001,557.864748152002,558.56288356,NaN,1,0,,
218,1,1,7330.jpg,558.579377410002,559.211357005002,561.705138922,NaN,1,0,,
219,1,1,7351.jpg,561.722186088002,562.354009692001,565.047582769002,NaN,1,0,,
220,1,1,7402.jpg,565.063506030001,565.696298987001,568.589089205001,NaN,1,0,,
221,1,1,7350.jpg,568.605703276,569.237934805002,572.230685476003,NaN,1,0,,
222,1,1,7340.jpg,572.246511088,572.879331879001,574.775755023002,NaN,1,0,,
223,1,1,4534.jpg,574.807434675,575.439332941001,576.736699256002,NaN,1,0,,
224,1,1,4640.jpg,576.753269910001,577.385393727,578.282968568001,NaN,1,0,,
225,1,1,7460.jpg,578.299658719003,578.931755427002,580.826958139001,NaN,1,0,,
226,1,1,4653.jpg,580.843705994001,581.475567474001,583.570574353002,NaN,1,0,,
227,1,1,4653.jpg,583.588333229,584.219061171003,586.713094528001,NaN,0,0,,
228,1,1,4608.jpg,586.729330359001,587.345041564,588.161162545002,NaN,1,0,,
229,1,1,7450.jpg,588.175580573999,588.808342772001,591.003059877003,NaN,1,0,,
230,1,1,7450.jpg,591.019344307002,591.651786735001,593.547069189,NaN,0,0,,
231,1,1,4611.jpg,593.563739165002,594.195572537999,595.29286981,NaN,1,0,,
232,1,1,7430.jpg,595.309662121002,595.941495917999,598.834597305002,NaN,1,0,,
233,1,1,7230.jpg,598.851244955,599.483093189003,601.578215723002,NaN,1,0,,
1,1,1,7402.jpg,0.0124539110001933,0.644870234998962,3.43847480499971,NaN,1,1,,
2,1,1,7460.jpg,3.45500402899779,4.08701881600064,5.08471288899818,NaN,1,1,,
3,1,1,5270.jpg,5.10108770599982,5.73316767999859,6.53117036299955,NaN,1,1,,
4,1,1,4611.jpg,6.5480709830008,7.17975727399971,9.37447359199723,NaN,1,1,,
5,1,1,7340.jpg,9.39070362699931,10.0230744689979,10.9206246600006,NaN,1,1,,
6,1,1,4531.jpg,10.9374760850005,11.5694240179982,14.462560557,NaN,1,1,,
7,1,1,7430.jpg,14.4790037059975,15.1108653789997,17.5053582759974,NaN,1,1,,
8,1,1,4640.jpg,17.5218557089975,18.153638112999,19.6501912879976,NaN,1,1,,
9,1,1,2240.jpg,19.6668115989996,20.2985689630004,22.9925404969981,NaN,1,1,,
10,1,1,4653.jpg,23.0088032249987,23.6403805619993,25.7359360909977,NaN,1,1,,
11,1,1,7351.jpg,25.7527029949997,26.3842974599975,27.7812248339978,NaN,1,1,,
12,1,1,4656.jpg,27.7976427089998,28.429566767998,31.4223983829979,NaN,1,1,,
13,1,1,4656.jpg,31.439140167,32.0711230179986,34.5649176219995,NaN,0,1,,
14,1,1,5628.jpg,34.5817451049988,35.2135468659981,37.4082606109987,NaN,1,1,,
15,1,1,4534.jpg,37.4247337999986,38.0567756199998,39.6530046329972,NaN,1,1,,
16,1,1,1720.jpg,39.6696377419976,40.3014303130003,41.1994584950007,NaN,1,1,,
17,1,1,4608.jpg,41.2161436819988,41.8477549540003,43.144792174,NaN,1,1,,
18,1,1,7450.jpg,43.1616686540001,43.7934766020007,44.7909658319986,NaN,1,1,,
19,1,1,7350.jpg,44.8072267549978,45.439438434998,46.2376198380007,NaN,1,1,,
20,1,1,7230.jpg,46.2538645780005,46.8861677109999,49.7791581929996,NaN,1,1,,
21,1,1,4651.jpg,49.7956037199983,50.4276130849976,51.2258314200008,NaN,1,1,,
22,1,1,4651.jpg,51.2426042549996,51.8741548699982,52.5725491939993,NaN,0,1,,
23,1,1,7330.jpg,52.5893899010007,53.2208975930007,54.9171155529984,NaN,1,1,,
24,1,1,5622.jpg,54.9335599689985,55.5655720510003,56.5630719000001,NaN,1,1,,
25,1,1,4640.jpg,56.5800301300005,57.2114766819977,59.1063589240002,NaN,1,1,,
26,1,1,7450.jpg,59.1239297489992,59.7550128959992,61.3519781020004,NaN,1,1,,
27,1,1,7450.jpg,61.3687334789975,62.000337939,64.1940439229984,NaN,0,1,,
28,1,1,5622.jpg,64.2118699479979,64.8436430429974,67.8364931100004,NaN,1,1,,
29,1,1,7430.jpg,67.8531359480003,68.4851725659973,71.1789571659974,NaN,1,1,,
30,1,1,4531.jpg,71.1952390089973,71.8273833219973,72.7250601220003,NaN,1,1,,
31,1,1,7351.jpg,72.7418185969982,73.3736304679987,75.5685004659972,NaN,1,1,,
32,1,1,7340.jpg,75.5850502850008,76.2167611289988,78.0125152039982,NaN,1,1,,
33,1,1,5628.jpg,78.0293593969982,78.6610471620006,81.6541206429974,NaN,1,1,,
34,1,1,4608.jpg,81.6708986890008,82.3025213609981,84.2978735239994,NaN,1,1,,
35,1,1,1720.jpg,84.3144123109996,84.9461511369991,85.9440157239987,NaN,1,1,,
36,1,1,4534.jpg,85.9603162089988,86.5921098580002,87.9891789209978,NaN,1,1,,
37,1,1,5270.jpg,88.006055296999,88.6376626639976,91.5306262539998,NaN,1,1,,
38,1,1,7230.jpg,91.5475025929991,92.1792156869997,94.573612283999,NaN,1,1,,
39,1,1,2240.jpg,94.5902018729976,95.2216892109973,96.6189821709995,NaN,1,1,,
40,1,1,4611.jpg,96.6353210069974,97.2672924399994,99.8612230069994,NaN,1,1,,
41,1,1,4611.jpg,99.8778936449999,100.509276474,103.402720599999,NaN,0,1,,
42,1,1,7460.jpg,103.419635901999,104.051399893,106.545402617998,NaN,1,1,,
43,1,1,7350.jpg,106.562148782999,107.193882829,108.989841323,NaN,1,1,,
44,1,1,4653.jpg,109.006205387999,109.638284916,110.934986010998,NaN,1,1,,
45,1,1,7330.jpg,110.951733304999,111.583507456999,113.678406202998,NaN,1,1,,
46,1,1,4651.jpg,113.694951916998,114.326950840998,116.920880441998,NaN,1,1,,
47,1,1,7402.jpg,116.93762438,117.569588902999,119.664399028999,NaN,1,1,,
48,1,1,4656.jpg,119.681036025999,120.311926982999,121.909024883,NaN,1,1,,
49,1,1,4534.jpg,121.925026600999,122.557614134999,125.150576247997,NaN,1,1,,
50,1,1,4651.jpg,125.168126459997,125.799469753998,128.393871958,NaN,1,1,,
51,1,1,4656.jpg,128.410756167999,129.042510055999,129.740721794999,NaN,1,1,,
52,1,1,7450.jpg,129.75758207,130.388148976999,131.087564981997,NaN,1,1,,
53,1,1,5628.jpg,131.104089919998,131.736199061997,133.431869848999,NaN,1,1,,
54,1,1,5270.jpg,133.448691543999,134.080653378998,135.177915763001,NaN,1,1,,
55,1,1,4640.jpg,135.194367956999,135.82600995,138.220867802,NaN,1,1,,
56,1,1,7350.jpg,138.237414548999,138.868920500998,140.864379182,NaN,1,1,,
57,1,1,5622.jpg,140.880855595999,141.512925367999,143.906477417,NaN,1,1,,
58,1,1,4531.jpg,143.923798205,144.555817880999,145.353943067999,NaN,1,1,,
59,1,1,7351.jpg,145.370396618,146.002254708001,147.099806176,NaN,1,1,,
60,1,1,1720.jpg,147.116205638999,147.748269149997,148.745952137,NaN,1,1,,
61,1,1,2240.jpg,148.762400510001,149.393864989001,151.689021725,NaN,1,1,,
62,1,1,4611.jpg,151.704739817,152.337405345999,153.335309778999,NaN,1,1,,
63,1,1,4653.jpg,153.351770404999,153.983709820001,155.180586273,NaN,1,1,,
64,1,1,4608.jpg,155.196445188998,155.828899705,157.225892377999,NaN,1,1,,
65,1,1,7430.jpg,157.24266996,157.874283465,160.468337622999,NaN,1,1,,
66,1,1,7330.jpg,160.484930324998,161.116572454997,162.812574273001,NaN,1,1,,
67,1,1,7402.jpg,162.828452381,163.460165906999,165.256006344,NaN,1,1,,
68,1,1,7340.jpg,165.273479927,165.905332799997,168.698938902999,NaN,1,1,,
69,1,1,7460.jpg,168.715724844998,169.34694616,170.644534896997,NaN,1,1,,
70,1,1,7230.jpg,170.660884851997,171.292643585999,174.186112058,NaN,1,1,,
71,1,1,1720.jpg,174.202442974998,174.833790425,175.632515448,NaN,1,1,,
72,1,1,7351.jpg,175.649345566999,176.280763922998,178.376070306,NaN,1,1,,
73,1,1,2240.jpg,178.392198984999,179.024489473999,181.319066610999,NaN,1,1,,
74,1,1,4653.jpg,181.335186202999,181.967579197,184.560410524999,NaN,1,1,,
75,1,1,7340.jpg,184.578125879998,185.209622431001,187.704256555,NaN,1,1,,
76,1,1,7330.jpg,187.719724000999,188.352282983,189.050703621,NaN,1,1,,
77,1,1,4531.jpg,189.067608605001,189.699334956,190.697086921999,NaN,1,1,,
78,1,1,4611.jpg,190.71397647,191.345066575999,193.140880668998,NaN,1,1,,
79,1,1,7350.jpg,193.157858726998,193.789909195999,196.783126642,NaN,1,1,,
80,1,1,4656.jpg,196.799264424,197.431359220998,199.924505259998,NaN,1,1,,
81,1,1,7402.jpg,199.941896020999,200.573888896,202.369748632998,NaN,1,1,,
82,1,1,4651.jpg,202.386267702997,203.017898025999,206.010844803997,NaN,1,1,,
