Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,Clock_1,Clock_2,dataOneMinPress_1,dataOneMinPress_2
223,1,0,8116.jpg,415.814431881781,416.332091523432,418.026230756273,1.0706883758503,1,,,,
224,1,0,4525.jpg,418.037989964494,418.55565926612,420.049784491997,NaN,1,,,,
225,1,0,4180.jpg,420.061554567689,420.579209983101,420.673322288762,NaN,1,,,,
226,1,0,4001.jpg,420.685088440089,421.20274808174,421.296862802395,NaN,1,,,,
227,1,0,4000.jpg,421.308626840603,421.826285274757,422.120401323658,NaN,1,,,,
228,1,0,7130.jpg,422.132166267488,421.826285274757,422.649820475404,NaN,1,,,,
229,1,0,7130.jpg,422.661584513611,423.179245966508,424.273384535225,0.953041654415529,1,,,,
230,1,0,4525.jpg,424.285139517206,424.802797649487,426.896978480595,NaN,1,,,,
231,1,0,2312.jpg,426.908724708223,427.426365029925,429.026393466476,NaN,1,,,,
232,1,0,5535.jpg,429.038147542834,429.555831636297,430.849980589488,NaN,1,,,,
233,1,0,2850.jpg,430.861702365305,431.379363516327,433.579396541367,NaN,1,,,,
234,1,0,6314.jpg,433.591157560832,434.108810863125,434.308809172629,NaN,1,,,,
235,1,0,7180.jpg,434.320578342698,434.838238588098,437.132379088811,NaN,1,,,,
236,1,0,7190.jpg,437.144143127018,437.66180276867,437.861802587545,NaN,1,,,,
237,1,0,7237.jpg,437.873566927627,438.391222041165,439.685354391274,NaN,1,,,,
238,1,0,7830.jpg,439.697124165091,440.214796183585,440.508896535027,NaN,1,,,,
239,1,0,8050.jpg,440.520660875109,441.038322026131,442.438337059467,NaN,1,,,,
240,1,0,7820.jpg,442.450098380807,441.038322026131,442.967753192471,NaN,1,,,,
241,1,0,7496.jpg,442.979518438175,443.497180192946,445.391315018423,NaN,1,,,,
242,1,0,4003.jpg,445.403099885952,445.920743830144,448.12076659146,NaN,1,,,,
243,1,0,4520.jpg,448.132555081479,448.650200233168,450.944338017012,NaN,1,,,,
244,1,0,4530.jpg,450.956101451472,451.473760489374,453.967908657692,NaN,1,,,,
245,1,0,4180.jpg,453.979688695233,454.497345318142,455.791460763295,NaN,1,,,,
246,1,0,9045.jpg,455.803226914622,456.320888367519,457.015010997278,NaN,1,,,,
247,1,0,9045.jpg,457.026776544856,457.544435582759,457.744438118503,NaN,0,,,,
248,1,0,4490.jpg,457.756200949213,458.2738566665,459.567995959715,NaN,1,,,,
249,1,0,4490.jpg,459.579756073558,460.09741360209,461.591542148584,NaN,0,,,,
250,1,0,8116.jpg,461.603309507408,462.120967639688,464.015108200775,NaN,1,,,,
251,1,0,7190.jpg,464.026872540857,464.544532786257,464.744530190139,NaN,1,,,,
252,1,0,4001.jpg,464.756316265164,465.273953869997,466.968089480348,NaN,1,,,,
253,1,0,8116.jpg,466.979856235423,467.497514065829,468.791672980869,NaN,1,,,,
254,1,0,4525.jpg,468.803409548523,469.3210688883,469.721073959787,NaN,1,,,,
255,1,0,6314.jpg,469.732837092372,470.25050367713,472.650523540453,NaN,1,,,,
256,1,0,2850.jpg,472.662286673038,473.179945409067,474.674080596793,NaN,1,,,,
257,1,0,4000.jpg,474.685859728712,475.203513936627,476.297632279772,NaN,1,,,,
258,1,0,7130.jpg,476.309399638596,476.827056563379,479.227089709168,NaN,1,,,,
259,1,0,4520.jpg,479.238850124885,479.756537840839,481.450661074346,NaN,1,,,,
260,1,0,9045.jpg,481.462415452579,481.980083848582,483.074206417967,NaN,1,,,,
261,1,0,7180.jpg,483.085965626187,483.603621343473,485.697821796405,NaN,1,,,,
262,1,0,7830.jpg,485.709558967807,486.227219816955,487.521318055278,NaN,1,,,,
263,1,0,7496.jpg,487.533084206605,488.050743244508,489.450765220951,NaN,1,,,,
264,1,0,2312.jpg,489.462527146039,489.980186183942,491.674317869927,NaN,1,,,,
265,1,0,4490.jpg,491.686084323129,492.203756945371,493.097865205917,NaN,1,,,,
266,1,0,8050.jpg,493.109632866616,493.62728918765,494.227295889258,NaN,1,,,,
267,1,0,4530.jpg,494.239059323717,494.756719267243,496.250853247472,NaN,1,,,,
268,1,0,4530.jpg,496.262620304422,496.780275719834,498.980303613012,0.611856773966906,1,,,,
269,1,0,7237.jpg,498.992077311194,499.509725481625,500.509736349097,NaN,1,,,,
270,1,0,4180.jpg,500.521500689179,501.039170292679,501.239196676486,NaN,1,,,,
271,1,0,4180.jpg,501.250952865964,501.768592583916,502.862710927062,0.670664588162026,1,,,,
272,1,0,4003.jpg,502.874478889634,503.392134908795,504.08625723668,NaN,1,,,,
273,1,0,7820.jpg,504.09802006739,504.615682124035,505.615689972765,NaN,1,,,,
274,1,0,5535.jpg,505.627457633463,506.145117275114,508.239255843832,NaN,1,,,,
275,1,0,8050.jpg,508.251020787662,508.768678316194,509.76868948554,NaN,1,,,,
276,1,0,7830.jpg,509.780452316251,510.298122523499,511.298120712254,NaN,1,,,,
277,1,0,7830.jpg,511.309884750462,511.827579711396,512.721670463238,0.705978739602756,1,,,,
278,1,0,2312.jpg,512.733435105194,513.251095954342,513.545211097621,NaN,1,,,,
279,1,0,8116.jpg,513.556975437702,514.074636890599,514.674639064093,NaN,1,,,,
280,1,0,4180.jpg,514.686403404175,515.204065158946,515.404069807809,NaN,1,,,,
281,1,0,5535.jpg,515.415827204784,515.933504958888,517.027613642058,NaN,1,,,,
282,1,0,9045.jpg,517.03937798214,517.557037321917,518.157041608531,NaN,1,,,,
283,1,0,4530.jpg,518.168805646738,518.686464684641,519.380586710652,NaN,1,,,,
284,1,0,4001.jpg,519.392351654482,519.910010994259,521.004135374889,NaN,1,,,,
285,1,0,7180.jpg,521.015903639335,521.53356207349,521.827678726139,NaN,1,,,,
286,1,0,7130.jpg,521.839443669969,522.357103613495,523.557115507339,NaN,1,,,,
287,1,0,7496.jpg,523.568879847421,524.086539489072,525.886562612637,NaN,1,,,,
288,1,0,7820.jpg,525.898324537725,526.415983575628,527.015989975361,NaN,1,,,,
289,1,0,6314.jpg,527.027750994826,527.54541365522,529.545433578918,NaN,1,,,,
290,1,0,4490.jpg,529.557199428371,530.074858466274,530.168971677557,NaN,1,,,,
291,1,0,7190.jpg,530.192502470841,530.710160603121,531.710170263096,NaN,1,,,,
292,1,0,4525.jpg,531.721939131291,530.710160603121,532.239588811093,NaN,1,,,,
