Trial,nBack,Valence,Image,imagePresentationTime,NoisePresentationTime,x,RT,Accuracy,Clock_1,Clock_2,Clock_3,dataOneMinPress_1,dataOneMinPress_2
208,1,0,048.jpg,7.25866186407075,7.77629350251846,9.57632688965532,NaN,1,,,,,
209,1,0,055.jpg,9.58812468435372,10.1057222111695,11.5057299994896,NaN,1,,,,,
210,1,0,055.jpg,11.5174963994114,12.0351482633405,12.7292704669035,0.576582575959037,1,,,,,
211,1,0,050.jpg,12.7528023611285,13.2704714318097,14.0704586324009,NaN,1,,,,,
212,1,0,050.jpg,14.0822226173395,14.5998953104954,16.7999096192689,0.764802108763433,1,,,,,
213,1,0,050.jpg,16.8116588124376,17.3293188269336,18.5293195514287,0.788327663658492,1,,,,,
214,1,0,016.jpg,18.5410835363673,19.0587372115333,20.1528638828149,NaN,1,,,,,
215,1,0,052.jpg,20.164671639317,20.6822851653942,21.3881683351674,NaN,1,,,,,
216,1,0,027.jpg,21.4117068705955,21.9293931480297,23.6234957298575,NaN,1,,,,,
217,1,0,049.jpg,23.6352633372708,24.1529191255468,24.4470136171822,NaN,1,,,,,
218,1,0,024.jpg,24.4588029594406,24.9764515027682,25.4705974335366,NaN,1,,,,,
219,1,0,019.jpg,25.4823487398162,25.9999915475601,27.8941057213051,NaN,1,,,,,
220,1,0,057.jpg,27.9059104590788,28.4235439087643,30.2235625041312,NaN,1,,,,,
221,1,0,023.jpg,30.2353213572324,30.7529563162816,33.2470925871194,NaN,1,,,,,
222,1,0,058.jpg,33.2589746043423,33.7765292652139,35.9765281784712,NaN,1,,,,,
223,1,0,047.jpg,35.9882960877576,36.5059645546935,37.105947710188,NaN,1,,,,,
224,1,0,047.jpg,37.117712600746,37.6353789545719,38.4353706832553,0.670684795540183,1,,,,,
225,1,0,029.jpg,38.4471548936754,38.9648073613498,40.3647973391717,NaN,1,39.6237308888067,,,,
226,1,0,056.jpg,40.3765975488523,40.8942385453593,42.3883464401488,NaN,1,,,,,
227,1,0,056.jpg,42.4001110288336,42.9177876463364,45.317783359742,NaN,0,,,,,
228,1,0,059.jpg,45.3295479484268,45.8472073591765,47.2472115250221,NaN,1,,,,,
229,1,0,046.jpg,47.2589794343075,47.7766297888729,47.9766314189865,NaN,1,,,,,
230,1,0,021.jpg,47.9883981207804,48.5060520978195,49.6001872215411,NaN,1,,,,,
231,1,0,026.jpg,49.6119533195897,50.1296085041204,50.4237434467177,NaN,1,,,,,
232,1,0,028.jpg,50.4472629641559,50.9649127149742,52.0590309338158,NaN,1,,,,,
233,1,0,053.jpg,52.0707958243738,50.9649127149742,52.5884709325119,NaN,1,,,,,
234,1,0,018.jpg,52.6002023151832,53.1178550847308,55.0119843521188,NaN,1,,,,,
235,1,0,054.jpg,55.0355135294876,55.553180788932,55.7531670235303,NaN,1,,,,,
236,1,0,054.jpg,55.7649291972321,56.2826079278448,56.9767053778342,0.529513353798393,1,,,,,
237,1,0,020.jpg,-2.20024765648577,-1.68258643449826,0.411545066748658,NaN,1,58.1297660817472,,,59.200367500006,
238,1,0,022.jpg,0.423321730347197,0.940965443709501,3.2350946507222,NaN,1,1.07050119647283,,,,
239,1,0,017.jpg,3.24686648435545,3.76453193256293,5.96453144956649,NaN,1,,,,,
240,1,0,030.jpg,5.98805670258844,6.50571973581282,8.7998507540633,NaN,1,,,,,
241,1,0,030.jpg,8.81162439893342,9.32928652653936,9.92927149327079,0.517743331402016,1,,,,,
242,1,0,020.jpg,9.94103608195564,10.4586933795963,11.5528194471317,NaN,1,,,,,
243,1,0,026.jpg,11.5645885639087,12.0822380128557,12.4822328206419,NaN,1,,,,,
244,1,0,051.jpg,12.4940158235704,13.0116670837542,14.1057780576475,NaN,1,,,,,
245,1,0,046.jpg,14.117541740713,14.6352129245051,17.0352110528929,NaN,1,,,,,
246,1,0,019.jpg,17.0469843958899,17.5646335429637,18.1646339052113,NaN,1,,,,,
247,1,0,049.jpg,18.1763997013868,18.6940733001611,19.0940536180515,NaN,1,,,,,
248,1,0,018.jpg,19.1058378284715,19.6235093141358,20.9176179937949,NaN,1,,,,,
249,1,0,027.jpg,20.9411568310952,21.4588213736843,23.258809781767,NaN,1,,,,,
250,1,0,047.jpg,23.2705635030288,23.7882211025417,26.0823503095553,NaN,1,,,,,
251,1,0,050.jpg,26.094116709477,26.6117824595567,27.9058953654367,NaN,1,,,,,
252,1,0,054.jpg,27.9176593503753,28.4353296285481,29.2353180366308,NaN,1,,,,,
253,1,0,054.jpg,29.2470814178241,29.7647405267016,31.0588621868937,0.882462183633834,1,,,,,
254,1,0,022.jpg,31.0706258699593,31.5882882994383,32.5882867900737,NaN,1,,,,,
255,1,0,029.jpg,32.6000776416968,33.1177080726529,34.2118534600513,NaN,1,,,,,
256,1,0,021.jpg,34.2235987288732,34.7412656864453,35.8353754528471,NaN,1,34.4119592362977,,,,
257,1,0,056.jpg,35.8471379284219,36.3647943204433,37.3647988485363,NaN,1,,,,,
258,1,0,028.jpg,37.3765706821687,37.894237941613,40.2942496542801,NaN,1,,,,,
259,1,0,060.jpg,40.3060027717966,40.8236700312409,41.8236597675641,NaN,1,,,,,
260,1,0,024.jpg,41.8472055479397,42.3648456388273,44.3648583174872,NaN,1,,,,,
261,1,0,024.jpg,44.3766392073057,44.8943100892247,45.0942757964685,0.600093640958221,1,,,,,
262,1,0,017.jpg,45.1060406870265,45.623697682794,47.3178232069577,NaN,1,,,,,
263,1,0,053.jpg,47.3295880975156,47.8472668281283,48.1413785265158,NaN,1,,,,,
264,1,0,052.jpg,48.1531400964723,48.6707880360545,48.8708014392087,NaN,1,,,,,
265,1,0,057.jpg,48.8825515379967,49.400210043128,50.0943358691657,NaN,1,,,,,
266,1,0,058.jpg,50.1178571978407,50.6355054392961,53.0355207744369,NaN,1,,,,,
267,1,0,016.jpg,53.0590475368226,53.5767199281054,53.6708336188549,NaN,1,,,,,
268,1,0,055.jpg,53.6825957925566,54.2002434302658,56.6943941910004,NaN,1,,,,,
269,1,0,025.jpg,-2.04728596686709,-1.52961659431276,0.27037664373529,NaN,1,57.8239314531284,,,58.7532971307282,
270,1,0,059.jpg,0.282162665392207,0.799810001229162,2.3998052316374,NaN,1,1.83518134860515,,,,
271,1,0,048.jpg,2.42334316332017,2.94098868791934,3.63511179710076,NaN,1,,,,,
272,1,0,023.jpg,3.6586566718579,4.17631125264234,4.37629144978382,NaN,1,,,,,
273,1,0,030.jpg,4.38805815157866,4.905727524133,5.90571635483684,NaN,1,,,,,
274,1,0,018.jpg,5.91748305663168,6.43514005239922,7.92926515394174,NaN,1,,,,,
275,1,0,024.jpg,7.94102793138973,8.45879722385689,9.65869078348987,NaN,1,,,,,
276,1,0,051.jpg,9.68224290319631,10.1998775603724,12.3998912653997,NaN,1,,,,,
277,1,0,057.jpg,12.4116709477266,12.929310434869,14.2234339062979,NaN,1,,,,,
278,1,0,022.jpg,14.2351984949828,14.7528748106124,14.9528827800559,NaN,1,,,,,
279,1,0,020.jpg,14.9646340863355,15.4822790071885,17.5764268095691,NaN,1,,,,,
280,1,0,027.jpg,17.588172380265,18.1058411490731,18.905825632809,NaN,1,,,,,
281,1,0,027.jpg,18.9175917308576,19.435263518395,20.4352520472266,0.964833926161191,1,,,,,
282,1,0,050.jpg,20.4470317295536,20.9646769522797,22.4588826538729,NaN,1,,,,,
283,1,0,047.jpg,22.4823617203492,22.9999846044848,25.294138565072,NaN,1,,,,,
284,1,0,017.jpg,25.3058953050622,25.8235628663797,27.6235518782078,NaN,1,,,,,
285,1,0,056.jpg,27.6353158631464,28.1529840282101,28.9529775681303,NaN,1,,,,,
286,1,0,055.jpg,28.9647862302518,29.4823973413459,31.0824170234555,NaN,1,,,,,
287,1,0,016.jpg,31.094193687054,31.6118307592133,31.9059717392674,NaN,1,,,,,
